ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Title_key,imdbAverageRating,imdbNumVotes,Category
1763,Mad World,2016,,54/100,1,0,0,0,0,mad world,,,Movie
1764,Torbaaz,2020,18+,54/100,1,0,0,0,0,torbaaz,5.1,18246.0,Movie
1765,Kannum Kannum Kollaiyadithaal,2020,,54/100,1,0,0,0,0,kannum kannum kollaiyadithaal,7.6,8588.0,Movie
1766,Badland,2019,13+,54/100,1,0,0,0,0,badland,,,Movie
1767,Red Istanbul,2017,,54/100,1,0,0,0,0,red istanbul,,,Movie
1768,Big Time Movie,2012,all,54/100,1,1,0,0,0,big time movie,,,Movie
1769,What We Started,2018,,54/100,1,0,0,0,0,what we started,,,Movie
1770,Happy Old Year,2019,,54/100,1,0,0,0,0,happy old year,7.2,3008.0,Movie
1771,Race 2,2013,,54/100,1,0,0,0,0,race 2,5.4,18040.0,Movie
1772,Big Stone Gap,2014,13+,54/100,1,0,0,0,0,big stone gap,,,Movie
1773,Universal Soldier: The Return,1999,18+,54/100,1,0,0,0,0,universal soldier: the return,,,Movie
1774,Monty Python: The Meaning of Live,2014,,54/100,1,0,0,0,0,monty python: the meaning of live,7.6,891.0,Movie
1775,Psycho,2020,18+,54/100,1,0,0,0,0,psycho,8.5,754967.0,Movie
1775,Psycho,2020,18+,54/100,1,0,0,0,0,psycho,6.1,3931.0,Movie
1776,Brothers,2015,13+,54/100,1,0,0,0,0,brothers,7.5,12189.0,Movie
1776,Brothers,2015,13+,54/100,1,0,0,0,0,brothers,7.1,161433.0,Movie
1776,Brothers,2015,13+,54/100,1,0,0,0,0,brothers,6.4,14559.0,Movie
1776,Brothers,2015,13+,54/100,1,0,0,0,0,brothers,6.7,553.0,Movie
1777,Killa,2014,,54/100,1,0,0,0,0,killa,,,Movie
1778,In Our Mothers' Gardens,2021,,54/100,1,0,0,0,0,in our mothers' gardens,,,Movie
1779,Dry Martina,2018,,54/100,1,0,0,0,0,dry martina,5.8,1207.0,Movie
1780,Lommbock,2017,,54/100,1,0,0,0,0,lommbock,6.6,4210.0,Movie
1781,The Lift Boy,2019,18+,54/100,1,0,0,0,0,the lift boy,7.2,3115.0,Movie
1782,We Can Be Heroes,2020,7+,54/100,1,0,0,0,0,we can be heroes,4.7,18453.0,Movie
1783,Close Enemies,2018,18+,54/100,1,0,0,0,0,close enemies,,,Movie
1784,Maria,2019,18+,54/100,1,0,0,0,0,maria,6.4,20398.0,Movie
1784,Maria,2019,18+,54/100,1,0,0,0,0,maria,5.0,2620.0,Movie
1785,We Are Young. We Are Strong.,2014,,54/100,1,0,0,0,0,we are young. we are strong.,,,Movie
1786,"Kalel, 15",2019,,54/100,1,0,0,0,0,"kalel, 15",,,Movie
1787,The Watchman,2019,,54/100,1,0,0,0,0,the watchman,,,Movie
1788,Drunk Parents,2019,18+,54/100,1,0,0,0,0,drunk parents,,,Movie
1789,Caught by a Wave,2021,16+,54/100,1,0,0,0,0,caught by a wave,5.8,1629.0,Movie
1790,Barça Dreams,2015,,54/100,1,0,0,0,0,barça dreams,,,Movie
1791,Life Overtakes Me,2019,,54/100,1,0,0,0,0,life overtakes me,6.5,2236.0,Movie
1792,Jeff Dunham: All Over the Map,2014,13+,54/100,1,0,1,0,0,jeff dunham: all over the map,,,Movie
1793,Iliza Shlesinger: Unveiled,2019,18+,54/100,1,0,0,0,0,iliza shlesinger: unveiled,6.5,2047.0,Movie
1794,Mumbai Meri Jaan,2008,13+,54/100,1,0,0,0,0,mumbai meri jaan,7.7,6676.0,Movie
1795,The Block Island Sound,2020,,54/100,1,0,0,0,0,the block island sound,5.4,10204.0,Movie
1796,Recovery Boys,2018,,54/100,1,0,0,0,0,recovery boys,6.7,856.0,Movie
1797,Classmates Minus,2020,,54/100,1,0,0,0,0,classmates minus,7.1,2076.0,Movie
1798,Martial Arts of Shaolin,1986,13+,54/100,1,0,1,0,0,martial arts of shaolin,,,Movie
1799,#AnneFrank. Parallel Stories,2019,,54/100,1,0,0,0,0,#annefrank. parallel stories,,,Movie
1800,Sitara: Let Girls Dream,2019,,54/100,1,0,0,0,0,sitara: let girls dream,7.1,1007.0,Movie
1801,Mohenjo Daro,2016,,54/100,1,0,0,0,0,mohenjo daro,5.6,13298.0,Movie
1802,Greg Davies: You Magnificent Beast,2018,18+,54/100,1,0,0,0,0,greg davies: you magnificent beast,7.2,2796.0,Movie
1803,Ordinary World,2016,,54/100,1,0,0,0,0,ordinary world,,,Movie
1804,Phantom,2015,,54/100,1,0,0,0,0,phantom,6.2,928.0,Movie
1804,Phantom,2015,,54/100,1,0,0,0,0,phantom,6.0,10198.0,Movie
1805,Much Loved,2015,,54/100,1,0,0,0,0,much loved,6.2,3199.0,Movie
1806,Denis Leary: No Cure for Cancer,1993,18+,54/100,1,0,0,0,0,denis leary: no cure for cancer,,,Movie
1807,Franca: Chaos and Creation,2016,,54/100,1,0,0,0,0,franca: chaos and creation,,,Movie
1808,Freaks – You're One of Us,2020,18+,54/100,1,0,0,0,0,freaks – you're one of us,,,Movie
1809,Class Rank,2017,,54/100,1,0,0,0,0,class rank,,,Movie
1810,Little Big Women,2020,,54/100,1,0,0,0,0,little big women,7.2,2850.0,Movie
1811,Rocco,2016,18+,54/100,1,0,0,0,0,rocco,5.7,4420.0,Movie
1812,My Big Night,2015,,54/100,1,0,0,0,0,my big night,6.1,4988.0,Movie
1813,My Little Pony: Equestria Girls - Forgotten Friendship,2018,all,54/100,1,0,0,0,0,my little pony: equestria girls - forgotten friendship,,,Movie
1814,The Blue Umbrella,2005,,54/100,1,0,0,1,0,the blue umbrella,7.3,2249.0,Movie
1815,Weed the People,2018,,54/100,1,0,0,0,0,weed the people,,,Movie
1816,#realityhigh,2017,,54/100,1,0,0,0,0,#realityhigh,5.1,7134.0,Movie
1817,Jeff Dunham: Unhinged in Hollywood,2015,7+,54/100,1,0,1,0,0,jeff dunham: unhinged in hollywood,,,Movie
1818,ReMastered: Devil at the Crossroads,2019,,54/100,1,0,0,0,0,remastered: devil at the crossroads,7.0,3261.0,Movie
1819,Oprah Winfrey Presents: When They See Us Now,2019,16+,54/100,1,0,0,0,0,oprah winfrey presents: when they see us now,7.8,2481.0,Movie
1820,Irul,2021,,54/100,1,0,0,0,0,irul,5.8,3869.0,Movie
1821,Only,2020,all,54/100,1,0,0,0,0,only,,,Movie
1822,Juanita,2019,18+,54/100,1,0,0,0,0,juanita,6.1,2638.0,Movie
1823,Bluffmaster!,2005,7+,54/100,1,0,0,0,0,bluffmaster!,,,Movie
1824,Wonder Boy,2019,,54/100,1,0,0,0,0,wonder boy,,,Movie
1825,Stereo,2014,,54/100,1,0,0,0,0,stereo,,,Movie
1826,Héroes. Silencio y Rock & Roll,2021,,54/100,1,0,0,0,0,héroes. silencio y rock & roll,,,Movie
1827,Bwakaw,2012,7+,54/100,1,0,0,0,0,bwakaw,,,Movie
1828,A Grand Night In: The Story of Aardman,2015,7+,54/100,1,0,0,0,0,a grand night in: the story of aardman,,,Movie
1829,Sister Cities,2016,16+,54/100,1,0,0,0,0,sister cities,,,Movie
1830,My Amanda,2021,,54/100,1,0,0,0,0,my amanda,5.8,411.0,Movie
1831,A Second Chance,2015,,54/100,1,1,1,0,0,a second chance,8.8,85.0,Movie
1831,A Second Chance,2015,,54/100,1,1,1,0,0,a second chance,6.2,531.0,Movie
1831,A Second Chance,2015,,54/100,1,1,1,0,0,a second chance,7.0,479.0,Movie
1832,Serious Men,2020,,54/100,1,0,0,0,0,serious men,6.8,8498.0,Movie
1833,The Lovers,2017,18+,54/100,1,0,0,0,0,the lovers,6.1,4394.0,Movie
1834,The Yin-Yang Master: Dream of Eternity,2020,,54/100,1,0,0,0,0,the yin-yang master: dream of eternity,6.4,5626.0,Movie
1835,Christmas with a View,2018,7+,54/100,1,0,0,0,0,christmas with a view,,,Movie
1836,The Lion Woman,2016,18+,54/100,1,0,0,0,0,the lion woman,,,Movie
1837,He Even Has Your Eyes,2017,,54/100,1,0,0,0,0,he even has your eyes,6.2,3380.0,Movie
1838,Ghadi,2013,13+,53/100,1,0,0,0,0,ghadi,7.3,1258.0,Movie
1839,It Takes a Man and a Woman,2013,7+,53/100,1,0,0,0,0,it takes a man and a woman,6.8,471.0,Movie
1840,Dolly Parton: Here I Am,2019,16+,53/100,1,0,0,0,0,dolly parton: here i am,7.3,1811.0,Movie
1841,Hamid,2019,,53/100,1,0,0,0,0,hamid,7.7,1453.0,Movie
1842,Russell Peters: Almost Famous,2016,,53/100,1,0,0,0,0,russell peters: almost famous,6.6,2121.0,Movie
1843,Accomplice,2021,,53/100,1,0,0,0,0,accomplice,,,Movie
1844,Dude,2018,18+,53/100,1,0,0,0,0,dude,5.2,7915.0,Movie
1845,Saladin the Victorious,1963,,53/100,1,0,0,0,0,saladin the victorious,,,Movie
1846,Homunculus,2021,,53/100,1,0,0,0,0,homunculus,5.5,3977.0,Movie
1847,LEGO Marvel Super Heroes: Avengers Reassembled!,2015,7+,53/100,1,0,0,0,0,lego marvel super heroes: avengers reassembled!,,,Movie
1848,LEGO Jurassic World: The Indominus Escape,2016,7+,53/100,1,0,0,0,0,lego jurassic world: the indominus escape,,,Movie
1849,Shelby American,2019,,53/100,1,0,0,0,0,shelby american,,,Movie
1850,S.W.A.T.: Under Siege,2017,18+,53/100,1,0,0,0,0,s.w.a.t.: under siege,4.6,4912.0,Movie
1851,Ten Years,2015,,53/100,1,0,0,0,0,ten years,,,Movie
1852,Backdraft 2,2019,18+,53/100,1,0,0,0,0,backdraft 2,,,Movie
1853,Sahara,2017,7+,53/100,1,0,1,0,0,sahara,6.1,106733.0,Movie
1853,Sahara,2017,7+,53/100,1,0,1,0,0,sahara,5.5,3284.0,Movie
1853,Sahara,2017,7+,53/100,1,0,1,0,0,sahara,,,Movie
1854,Taramani,2017,,53/100,1,0,1,0,0,taramani,,,Movie
1855,Cosmos Laundromat,2015,,53/100,1,0,0,0,0,cosmos laundromat,6.8,1171.0,Movie
1856,The Witness Who Didn't See Anything,1976,,53/100,1,0,0,0,0,the witness who didn't see anything,8.3,885.0,Movie
1857,Muramba,2017,7+,53/100,1,0,0,0,0,muramba,,,Movie
1858,Hum Saath Saath Hain,1999,all,53/100,1,0,0,0,0,hum saath saath hain,,,Movie
1859,Vivah,2006,,53/100,1,0,0,0,0,vivah,,,Movie
1860,Yeh Ballet,2020,13+,53/100,1,0,0,0,0,yeh ballet,7.5,1593.0,Movie
1860,Yeh Ballet,2020,13+,53/100,1,0,0,0,0,yeh ballet,9.0,77.0,Movie
1861,Tony Parker: The Final Shot,2021,,53/100,1,0,0,0,0,tony parker: the final shot,6.8,1681.0,Movie
1862,Cut Throat City,2020,18+,53/100,1,0,0,0,0,cut throat city,,,Movie
1863,Anelka: Misunderstood,2020,16+,53/100,1,0,0,0,0,anelka: misunderstood,6.4,3635.0,Movie
1864,Everyday I Love You,2015,,53/100,1,0,0,0,0,everyday i love you,7.0,570.0,Movie
1865,Bulbul Can Sing,2019,,53/100,1,0,0,0,0,bulbul can sing,6.9,485.0,Movie
1866,Sarajevo,2014,,53/100,1,0,0,0,0,sarajevo,,,Movie
1867,And Tomorrow the Entire World,2020,,53/100,1,0,0,0,0,and tomorrow the entire world,6.0,3777.0,Movie
1868,Funan,2019,,53/100,1,0,0,0,0,funan,,,Movie
1869,Rising High,2020,,53/100,1,0,0,0,0,rising high,6.0,6000.0,Movie
1870,The Short Game,2013,7+,53/100,1,0,0,0,0,the short game,7.3,1771.0,Movie
1871,One Day We'll Talk About Today,2020,all,53/100,1,0,0,0,0,one day we'll talk about today,7.3,1663.0,Movie
1872,Chris Tucker Live,2015,18+,53/100,1,0,0,0,0,chris tucker live,6.3,2144.0,Movie
1873,Nang Nak,1999,13+,53/100,1,0,0,0,0,nang nak,6.5,2006.0,Movie
1874,Mitt,2014,,53/100,1,0,0,0,0,mitt,6.8,2675.0,Movie
1875,Dark Light,2019,,53/100,1,0,0,0,0,dark light,,,Movie
1876,Lucknow Central,2017,,53/100,1,0,0,0,0,lucknow central,,,Movie
1877,Our Godfather,2019,,53/100,1,0,0,0,0,our godfather,,,Movie
1878,93 Days,2016,7+,53/100,1,0,0,0,0,93 days,,,Movie
1879,Vince & Kath & James,2016,,53/100,1,0,0,0,0,vince & kath & james,6.8,436.0,Movie
1880,Dharam Sankat Mein,2015,13+,53/100,1,0,0,0,0,dharam sankat mein,6.3,2501.0,Movie
1881,Secrets in the Hot Spring,2018,,53/100,1,0,0,0,0,secrets in the hot spring,6.1,1037.0,Movie
1882,Bye Bye London,1982,,53/100,1,0,0,0,0,bye bye london,,,Movie
1883,Bheeshma,2020,,53/100,1,0,0,0,0,bheeshma,6.6,5127.0,Movie
1884,Liberated: The New Sexual Revolution,2017,,53/100,1,0,0,0,0,liberated: the new sexual revolution,6.0,1721.0,Movie
1885,Almost Love,2019,,53/100,1,0,0,0,0,almost love,,,Movie
1886,Stuck Apart,2021,,53/100,1,0,0,0,0,stuck apart,6.0,11658.0,Movie
1887,Late Life: The Chien-Ming Wang Story,2018,,53/100,1,0,0,0,0,late life: the chien-ming wang story,7.1,543.0,Movie
1888,"Justice, My Foot!",1992,7+,53/100,1,0,0,0,0,"justice, my foot!",6.8,3307.0,Movie
1889,Ginny Weds Sunny,2020,,53/100,1,0,0,0,0,ginny weds sunny,5.7,5820.0,Movie
1890,You Are My Sunday,2016,,53/100,1,0,0,0,0,you are my sunday,,,Movie
1891,Grandmaster,2012,,53/100,1,0,0,0,0,grandmaster,6.9,2425.0,Movie
1892,Just Another Christmas,2020,,53/100,1,0,0,0,0,just another christmas,6.7,5985.0,Movie
1893,7 Khoon Maaf,2011,,53/100,1,0,0,0,0,7 khoon maaf,6.3,6875.0,Movie
1894,Class of '83,2020,16+,53/100,1,0,0,0,0,class of '83,5.8,6117.0,Movie
1895,Duck Duck Goose,2018,7+,53/100,1,0,0,0,0,duck duck goose,5.8,4373.0,Movie
1896,Very Big Shot,2015,18+,53/100,1,0,0,0,0,very big shot,,,Movie
1897,"Dana Carvey: Straight White Male, 60",2016,,53/100,1,0,0,0,0,"dana carvey: straight white male, 60",6.5,1649.0,Movie
1898,Wild Dog,2021,18+,53/100,1,0,0,0,0,wild dog,6.1,2502.0,Movie
1899,Dolly Parton's Christmas on the Square,2020,7+,53/100,1,0,0,0,0,dolly parton's christmas on the square,,,Movie
1900,The Little Vampire 3D,2017,,53/100,1,0,0,0,0,the little vampire 3d,,,Movie
1901,John Was Trying to Contact Aliens,2020,,53/100,1,0,0,0,0,john was trying to contact aliens,6.4,1808.0,Movie
1902,Dilan 1991,2019,,53/100,1,0,0,0,0,dilan 1991,6.5,1573.0,Movie
1903,Made In China,2019,,53/100,1,0,0,0,0,made in china,6.2,5120.0,Movie
1904,Ronnie Coleman: The King,2018,,53/100,1,0,0,0,0,ronnie coleman: the king,,,Movie
1905,All in My Family,2019,,53/100,1,0,0,0,0,all in my family,6.9,811.0,Movie
1906,Chris D'Elia: Incorrigible,2015,18+,53/100,1,0,0,0,0,chris d'elia: incorrigible,6.4,1626.0,Movie
1907,Carmen Sandiego: To Steal or Not to Steal,2020,7+,53/100,1,0,0,0,0,carmen sandiego: to steal or not to steal,6.9,939.0,Movie
1908,Seven Sundays,2017,7+,53/100,1,0,0,0,0,seven sundays,7.6,669.0,Movie
1909,Whitney Cummings: Can I Touch It?,2019,,53/100,1,0,0,0,0,whitney cummings: can i touch it?,6.5,2032.0,Movie
1910,Girlfriend's Day,2017,18+,53/100,1,0,0,0,0,girlfriend's day,5.2,5387.0,Movie
1911,Funny Boy,2020,,53/100,1,0,0,0,0,funny boy,,,Movie
1912,Seven in Heaven,2018,13+,53/100,1,0,0,0,0,seven in heaven,,,Movie
1913,Cracked Up: The Darrell Hammond Story,2019,18+,53/100,1,0,0,0,0,cracked up: the darrell hammond story,,,Movie
1914,Father Soldier Son,2020,18+,53/100,1,0,0,0,0,father soldier son,7.3,1080.0,Movie
1915,NiNoKuni,2019,16+,53/100,1,0,0,0,0,ninokuni,6.1,4354.0,Movie
1916,CIA: Comrade In America,2017,,53/100,1,0,0,0,0,cia: comrade in america,,,Movie
1917,Monty Python: Live at Aspen,1998,,53/100,1,0,0,0,0,monty python: live at aspen,,,Movie
1918,Jo Koy: Comin’ In Hot,2019,,53/100,1,0,0,0,0,jo koy: comin’ in hot,,,Movie
1919,Varane Avashyamund,2020,,53/100,1,0,0,0,0,varane avashyamund,6.9,3659.0,Movie
1920,Every Time I Die,2020,,53/100,1,0,0,0,0,every time i die,,,Movie
1921,Perdida,2018,18+,53/100,1,0,0,0,0,perdida,5.7,5509.0,Movie
1921,Perdida,2018,18+,53/100,1,0,0,0,0,perdida,7.0,785.0,Movie
1922,Eeb Allay Ooo!,2020,,53/100,1,0,0,0,0,eeb allay ooo!,7.2,1851.0,Movie
1923,Counterpunch,2017,,53/100,1,0,0,0,0,counterpunch,6.7,1006.0,Movie
1924,Noblemen,2019,,53/100,1,0,0,0,0,noblemen,5.7,360.0,Movie
1925,Battle Drone,2018,13+,53/100,1,0,0,0,0,battle drone,,,Movie
1926,Olmo and the Seagull,2015,,53/100,1,0,0,0,0,olmo and the seagull,,,Movie
1927,"Colin Quinn: Red State, Blue State",2019,16+,53/100,1,0,0,0,0,"colin quinn: red state, blue state",,,Movie
1928,"Liar, Liar, Vampire",2015,all,53/100,1,0,0,0,0,"liar, liar, vampire",,,Movie
1929,Hard Kill,2020,18+,53/100,1,0,0,0,0,hard kill,,,Movie
1930,Boss,2013,,53/100,1,0,0,0,0,boss,5.1,12585.0,Movie
1931,One-Way to Tomorrow,2020,18+,53/100,1,0,0,0,0,one-way to tomorrow,5.6,5671.0,Movie
1932,Villain,2020,18+,52/100,1,0,0,0,0,villain,5.9,4571.0,Movie
1933,Bethany Hamilton: Unstoppable,2019,7+,52/100,1,0,0,0,0,bethany hamilton: unstoppable,7.4,827.0,Movie
1934,Axone,2019,,52/100,1,0,0,0,0,axone,6.9,2472.0,Movie
1935,Bangkok Traffic Love Story,2009,7+,52/100,1,0,0,0,0,bangkok traffic love story,,,Movie
1936,Chris D'Elia: No Pain,2020,,52/100,1,0,0,0,0,chris d'elia: no pain,5.9,1924.0,Movie
1937,Michael,2011,,52/100,1,0,0,0,0,michael,5.2,1171.0,Movie
1938,Disciples of the 36th Chamber,1985,18+,52/100,1,0,0,0,0,disciples of the 36th chamber,,,Movie
1939,Midnight at the Magnolia,2020,all,52/100,1,0,0,0,0,midnight at the magnolia,5.8,6365.0,Movie
1940,Oh! Baby,2019,,52/100,1,0,0,0,0,oh! baby,,,Movie
1941,J.T. LeRoy,2019,18+,52/100,1,0,0,0,0,j.t. leroy,,,Movie
1942,26 Years,2012,,52/100,1,0,0,0,0,26 years,6.2,1479.0,Movie
1943,A Very Country Christmas,2017,all,52/100,1,0,0,0,0,a very country christmas,,,Movie
1944,Walk. Ride. Rodeo.,2019,7+,52/100,1,0,0,0,0,walk. ride. rodeo.,6.4,2969.0,Movie
1945,Under the Bombs,2007,16+,52/100,1,0,0,0,0,under the bombs,,,Movie
1946,In the Shadow of Iris,2016,18+,52/100,1,0,0,0,0,in the shadow of iris,6.1,4844.0,Movie
1947,Little Boxes,2017,,52/100,1,0,0,0,0,little boxes,,,Movie
1948,Russell Howard: Recalibrate,2017,18+,52/100,1,0,0,0,0,russell howard: recalibrate,7.4,1809.0,Movie
1949,The Yinyang Master,2021,,52/100,1,0,0,0,0,the yinyang master,6.4,3396.0,Movie
1950,Shine Your Eyes,2020,,52/100,1,0,0,0,0,shine your eyes,,,Movie
1951,Uppena,2021,,52/100,1,0,0,0,0,uppena,6.5,4513.0,Movie
1952,ABCD 2,2015,7+,52/100,1,0,0,0,0,abcd 2,,,Movie
1953,ReMastered: Tricky Dick & The Man in Black,2018,,52/100,1,0,0,0,0,remastered: tricky dick & the man in black,,,Movie
1954,Yol Arkadaşım,2017,13+,52/100,1,0,0,0,0,yol arkadaşım,,,Movie
1955,Manson Family Vacation,2015,,52/100,1,0,0,0,0,manson family vacation,5.8,3244.0,Movie
1956,Barbie: Dolphin Magic,2017,all,52/100,1,0,0,0,0,barbie: dolphin magic,5.6,1234.0,Movie
1957,The Boss Baby: Get That Baby!,2020,,52/100,1,0,0,0,0,the boss baby: get that baby!,5.1,422.0,Movie
1958,Secret Obsession,2019,13+,52/100,1,0,0,0,0,secret obsession,4.5,25690.0,Movie
1959,Naam Shabana,2017,,52/100,1,0,0,0,0,naam shabana,6.2,7811.0,Movie
1960,Bill Nye: Science Guy,2017,,52/100,1,0,0,0,0,bill nye: science guy,,,Movie
1961,Murder to Mercy: The Cyntoia Brown Story,2020,,52/100,1,0,0,0,0,murder to mercy: the cyntoia brown story,6.4,3203.0,Movie
1962,Road Trip: Beer Pong,2009,18+,52/100,1,0,0,0,0,road trip: beer pong,,,Movie
1963,Carnaval,2021,,52/100,1,0,0,0,0,carnaval,4.1,1081.0,Movie
1964,Everything About Her,2016,7+,52/100,1,0,0,0,0,everything about her,7.2,416.0,Movie
1965,Rattlesnake,2019,,52/100,1,0,0,0,0,rattlesnake,4.7,9760.0,Movie
1966,The Hard Way,2019,,52/100,1,0,0,0,0,the hard way,4.8,4473.0,Movie
1967,Sara's Notebook,2018,18+,52/100,1,0,0,0,0,sara's notebook,,,Movie
1968,Jeff Dunham: Relative Disaster,2017,18+,52/100,1,0,0,0,0,jeff dunham: relative disaster,6.4,1456.0,Movie
1969,Kandasamys The Wedding,2019,,52/100,1,0,0,0,0,kandasamys the wedding,,,Movie
1970,Day of the Dead: Bloodline,2017,18+,52/100,1,0,0,0,0,day of the dead: bloodline,,,Movie
1971,The Ryan White Story,1989,,52/100,1,0,0,0,0,the ryan white story,7.1,1047.0,Movie
1972,Thambi,2019,,52/100,1,0,0,0,0,thambi,6.7,2852.0,Movie
1973,You Get Me,2017,18+,52/100,1,0,0,0,0,you get me,4.7,14836.0,Movie
1974,Carbone,2017,,52/100,1,0,0,0,0,carbone,,,Movie
1975,Love Wedding Repeat,2020,18+,52/100,1,0,0,0,0,love wedding repeat,5.6,22750.0,Movie
1976,Tom Papa: Live in New York City,2011,,52/100,1,0,1,0,0,tom papa: live in new york city,7.2,655.0,Movie
1977,The Drowning,2016,,52/100,1,0,0,0,0,the drowning,,,Movie
1978,Sturgill Simpson Presents Sound & Fury,2019,,52/100,1,0,0,0,0,sturgill simpson presents sound & fury,,,Movie
1979,Zoot Suit,1981,18+,52/100,1,0,0,0,0,zoot suit,,,Movie
1980,Out Of The Clear Blue Sky,2019,,52/100,1,0,0,0,0,out of the clear blue sky,,,Movie
1981,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",2017,,52/100,1,0,0,0,0,"norm macdonald: hitler's dog, gossip & trickery",7.3,3581.0,Movie
1982,Rampage: President Down,2016,,52/100,1,0,0,0,0,rampage: president down,,,Movie
1983,Arlo the Alligator Boy,2021,7+,52/100,1,0,0,0,0,arlo the alligator boy,6.4,1302.0,Movie
1984,Eerie,2018,,52/100,1,0,0,0,0,eerie,4.7,2942.0,Movie
1985,Woody Woodpecker,2017,7+,52/100,1,0,0,0,0,woody woodpecker,4.2,5797.0,Movie
1986,Clair Obscur,2016,,52/100,1,0,0,0,0,clair obscur,,,Movie
1987,Cities of Last Things,2018,18+,52/100,1,0,0,0,0,cities of last things,6.3,2254.0,Movie
1988,Vir Das: For India,2020,18+,52/100,1,0,0,0,0,vir das: for india,7.7,1561.0,Movie
1989,Ride or Die,2021,18+,52/100,1,0,0,0,0,ride or die,5.6,2845.0,Movie
1990,Fitoor,2016,,52/100,1,0,0,0,0,fitoor,5.4,5791.0,Movie
1991,The Con Is On,2018,18+,52/100,1,0,0,0,0,the con is on,,,Movie
1992,I'll Sleep When I'm Dead,2016,,52/100,1,0,0,0,0,i'll sleep when i'm dead,6.6,1464.0,Movie
1993,Super Me,2021,,52/100,1,0,0,0,0,super me,5.8,2142.0,Movie
1994,How to Be Really Bad,2018,,52/100,1,0,0,0,0,how to be really bad,6.3,1765.0,Movie
1995,Alexandria… Why?,1979,,52/100,1,0,0,0,0,alexandria… why?,,,Movie
1996,Kara Bela,2015,13+,52/100,1,0,0,0,0,kara bela,6.7,10159.0,Movie
1997,The Zoya Factor,2019,,52/100,1,0,0,0,0,the zoya factor,,,Movie
1998,Generation Iron 2,2017,13+,52/100,1,0,0,0,0,generation iron 2,,,Movie
1999,Panipat,2019,,52/100,1,0,0,0,0,panipat,5.2,6330.0,Movie
2000,Abzurdah,2015,13+,52/100,1,0,0,0,0,abzurdah,,,Movie
2001,A New York Christmas Wedding,2020,18+,52/100,1,0,0,0,0,a new york christmas wedding,,,Movie
2002,Mosquita y Mari,2012,,52/100,1,1,0,0,0,mosquita y mari,,,Movie
2003,The Beginning of Life,2016,all,52/100,1,0,0,0,0,the beginning of life,7.5,1027.0,Movie
2004,We Need to Talk,2016,,52/100,1,0,0,0,0,we need to talk,,,Movie
2005,Pizza,2014,,52/100,1,0,0,0,0,pizza,6.2,1548.0,Movie
2006,She Made Me a Criminal,2006,,52/100,1,0,0,0,0,she made me a criminal,,,Movie
2007,The Unknown Saint,2020,,52/100,1,0,0,0,0,the unknown saint,6.5,1692.0,Movie
2008,Pottersville,2017,13+,52/100,1,0,0,0,0,pottersville,,,Movie
2009,Barcelona: A Love Untold,2016,7+,52/100,1,0,0,0,0,barcelona: a love untold,6.6,950.0,Movie
2010,Just The Way You Are,2015,,52/100,1,0,0,0,0,just the way you are,6.2,646.0,Movie
2011,Mostly Sunny,2017,,52/100,1,0,0,0,0,mostly sunny,,,Movie
2012,Ek Main Aur Ekk Tu,2012,7+,52/100,1,0,0,0,0,ek main aur ekk tu,5.8,7448.0,Movie
2013,Toro,2016,13+,52/100,1,0,0,0,0,toro,5.9,3552.0,Movie
2014,Russell Brand: Re:Birth,2018,,52/100,1,0,0,0,0,russell brand: re:birth,,,Movie
2015,Creating an Army of the Dead,2021,18+,52/100,1,0,0,0,0,creating an army of the dead,6.6,40.0,Movie
2016,The Maus,2017,,52/100,1,0,0,0,0,the maus,,,Movie
2017,Just Say Yes,2021,,52/100,1,0,0,0,0,just say yes,4.6,2212.0,Movie
2018,Christmas Wedding Planner,2017,7+,52/100,1,0,0,0,0,christmas wedding planner,,,Movie
2019,The Strange House,2020,18+,52/100,1,0,0,0,0,the strange house,,,Movie
2020,Temple,2017,18+,52/100,1,0,0,0,0,temple,7.1,4939.0,Movie
2021,MILF,2018,18+,52/100,1,0,0,0,0,milf,4.8,7839.0,Movie
2022,When Angels Sleep,2018,18+,52/100,1,0,0,0,0,when angels sleep,5.5,4249.0,Movie
2023,The 2nd,2020,16+,52/100,1,0,0,0,0,the 2nd,,,Movie
2024,Welcome to Sudden Death,2020,18+,52/100,1,0,0,0,0,welcome to sudden death,,,Movie
2025,Kurbaan,2009,18+,52/100,1,0,0,0,0,kurbaan,5.7,5658.0,Movie
2026,Fortune Feimster: Sweet & Salty,2020,,52/100,1,0,0,0,0,fortune feimster: sweet & salty,6.9,1365.0,Movie
2027,Tracy Morgan: Staying Alive,2017,,52/100,1,0,0,0,0,tracy morgan: staying alive,6.3,1272.0,Movie
2028,Sam Kinison: Breaking the Rules,1987,18+,52/100,1,0,0,0,0,sam kinison: breaking the rules,7.2,740.0,Movie
2029,Zaki Chan,2005,,52/100,1,0,0,0,0,zaki chan,,,Movie
2030,Sky High,2020,,51/100,1,0,0,1,0,sky high,5.6,5027.0,Movie
2030,Sky High,2020,,51/100,1,0,0,1,0,sky high,6.3,1699.0,Movie
2031,Gad Elmaleh: American Dream,2018,16+,51/100,1,0,0,0,0,gad elmaleh: american dream,7.2,1202.0,Movie
2032,Love Beats Rhymes,2017,18+,51/100,1,0,0,0,0,love beats rhymes,,,Movie
