ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Title_key,imdbAverageRating,imdbNumVotes,Category
1,The Irishman,2019,18+,98/100,1,0,0,0,0,the irishman,7.8,454459.0,Movie
2,Dangal,2016,7+,97/100,1,0,0,0,0,dangal,,,Movie
3,David Attenborough: A Life on Our Planet,2020,7+,95/100,1,0,0,0,0,david attenborough: a life on our planet,8.9,35438.0,Movie
4,Lagaan: Once Upon a Time in India,2001,7+,94/100,1,0,0,0,0,lagaan: once upon a time in india,8.1,124641.0,Movie
5,Roma,2018,18+,94/100,1,0,0,0,0,roma,7.6,174556.0,Movie
6,To All the Boys I've Loved Before,2018,13+,94/100,1,0,0,0,0,to all the boys i've loved before,7.0,133151.0,Movie
7,The Social Dilemma,2020,13+,93/100,1,0,0,0,0,the social dilemma,7.6,92230.0,Movie
8,Okja,2017,13+,92/100,1,0,0,0,0,okja,7.3,138070.0,Movie
9,The Ballad of Buster Scruggs,2018,16+,92/100,1,0,0,0,0,the ballad of buster scruggs,7.2,177071.0,Movie
10,The Trial of the Chicago 7,2020,18+,92/100,1,0,0,0,0,the trial of the chicago 7,7.7,200640.0,Movie
11,Article 15,2019,18+,92/100,1,0,0,0,0,article 15,8.1,39015.0,Movie
12,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,18+,92/100,1,0,0,0,0,"jim & andy: the great beyond- featuring a very special, contractually obligated mention of tony clifton",,,Movie
13,Dolemite Is My Name,2019,18+,92/100,1,0,0,0,0,dolemite is my name,7.2,66702.0,Movie
14,Mudbound,2017,18+,91/100,1,0,0,0,0,mudbound,7.4,56186.0,Movie
15,Swades,2004,all,91/100,1,0,0,0,0,swades,8.2,102067.0,Movie
16,Fyre,2019,18+,91/100,1,0,0,0,0,fyre,7.2,53639.0,Movie
17,Miss Americana,2020,18+,90/100,1,0,0,0,0,miss americana,7.4,26007.0,Movie
18,Virunga,2014,16+,90/100,1,0,0,0,0,virunga,8.1,12539.0,Movie
19,Black Friday,2004,18+,90/100,1,0,0,0,0,black friday,,,Movie
20,Talvar,2015,7+,90/100,1,0,0,0,0,talvar,,,Movie
21,The King,2019,18+,90/100,1,0,0,0,0,the king,6.8,2634.0,Movie
21,The King,2019,18+,90/100,1,0,0,0,0,the king,7.3,166193.0,Movie
22,John Mulaney: Kid Gorgeous at Radio City,2018,18+,89/100,1,0,0,0,0,john mulaney: kid gorgeous at radio city,7.9,9468.0,Movie
23,I Am Mother,2019,13+,89/100,1,0,0,0,0,i am mother,6.7,103287.0,Movie
24,Tell Me Who I Am,2019,18+,89/100,1,0,0,0,0,tell me who i am,7.6,18456.0,Movie
25,The Departed,2006,18+,89/100,1,0,0,0,0,the departed,8.5,1492506.0,Movie
26,Winter on Fire: Ukraine's Fight for Freedom,2015,16+,89/100,1,0,0,0,0,winter on fire: ukraine's fight for freedom,8.3,21160.0,Movie
27,Terminator 2: Judgment Day,1991,18+,89/100,1,0,0,0,0,terminator 2: judgment day,8.6,1236367.0,Movie
28,I Lost My Body,2019,18+,89/100,1,0,0,0,0,i lost my body,7.5,37899.0,Movie
29,Django Unchained,2012,18+,89/100,1,0,0,0,0,django unchained,8.5,1797420.0,Movie
30,The Half of It,2020,13+,89/100,1,0,0,0,0,the half of it,6.9,45604.0,Movie
31,The Boy Who Harnessed the Wind,2019,7+,89/100,1,0,0,0,0,the boy who harnessed the wind,7.6,48547.0,Movie
32,The Devil All the Time,2020,18+,89/100,1,0,0,0,0,the devil all the time,7.1,162187.0,Movie
33,The Fundamentals of Caring,2016,18+,89/100,1,0,0,0,0,the fundamentals of caring,7.3,83271.0,Movie
34,Pieces of a Woman,2020,18+,88/100,1,0,0,0,0,pieces of a woman,7.0,58388.0,Movie
35,Gerald's Game,2017,18+,88/100,1,0,0,0,0,gerald's game,6.5,136606.0,Movie
36,On Body and Soul,2017,,88/100,1,0,0,0,0,on body and soul,7.5,30857.0,Movie
37,Shutter Island,2010,18+,88/100,1,0,0,0,0,shutter island,8.2,1555567.0,Movie
38,Always Be My Maybe,2019,13+,88/100,1,0,0,0,0,always be my maybe,6.5,454.0,Movie
38,Always Be My Maybe,2019,13+,88/100,1,0,0,0,0,always be my maybe,6.7,64997.0,Movie
39,The Intouchables,2011,7+,88/100,1,0,0,0,0,the intouchables,8.5,981687.0,Movie
40,Bill Burr: Paper Tiger,2019,18+,87/100,1,0,0,0,0,bill burr: paper tiger,8.0,13115.0,Movie
41,Special 26,2013,,87/100,1,0,0,0,0,special 26,,,Movie
42,Kiss the Ground,2020,18+,87/100,1,0,0,0,0,kiss the ground,,,Movie
43,Crip Camp: A Disability Revolution,2020,18+,87/100,1,0,0,0,0,crip camp: a disability revolution,,,Movie
44,Extraction,2020,18+,87/100,1,0,0,0,0,extraction,6.8,279305.0,Movie
45,No Direction Home: Bob Dylan,2005,all,87/100,1,0,0,0,0,no direction home: bob dylan,,,Movie
46,Kabhi Khushi Kabhie Gham,2001,all,87/100,1,0,0,0,0,kabhi khushi kabhie gham,,,Movie
47,His House,2020,16+,87/100,1,0,0,0,0,his house,6.4,51689.0,Movie
48,Super Deluxe,2019,18+,87/100,1,0,0,0,0,super deluxe,,,Movie
49,The Guernsey Literary & Potato Peel Pie Society,2018,16+,87/100,1,0,0,0,0,the guernsey literary & potato peel pie society,,,Movie
50,A Secret Love,2020,18+,87/100,1,0,0,0,0,a secret love,7.8,5098.0,Movie
51,The Night Comes for Us,2018,18+,87/100,1,0,0,0,0,the night comes for us,6.9,31443.0,Movie
52,The Big Lebowski,1998,18+,87/100,1,0,0,0,0,the big lebowski,,,Movie
53,Pad Man,2018,13+,87/100,1,0,0,0,0,pad man,7.9,30808.0,Movie
54,American Factory,2019,13+,86/100,1,0,0,0,0,american factory,7.4,24631.0,Movie
55,Bird Box,2018,18+,86/100,1,0,0,0,0,bird box,6.6,407701.0,Movie
56,The Pianist,2002,18+,86/100,1,0,0,0,0,the pianist,8.5,971209.0,Movie
57,3 Idiots,2009,13+,86/100,1,0,0,0,0,3 idiots,8.4,460564.0,Movie
57,3 Idiots,2009,13+,86/100,1,0,0,0,0,3 idiots,4.4,1609.0,Movie
58,The Distinguished Citizen,2016,,86/100,1,0,0,0,0,the distinguished citizen,,,Movie
59,A Shaun the Sheep Movie: Farmageddon,2019,all,86/100,1,0,0,0,0,a shaun the sheep movie: farmageddon,6.8,16706.0,Movie
60,A Clockwork Orange,1971,18+,86/100,1,0,0,0,0,a clockwork orange,,,Movie
61,What Happened to Monday,2017,18+,86/100,1,0,0,0,0,what happened to monday,6.8,140420.0,Movie
62,Anthony Jeselnik: Thoughts and Prayers,2015,18+,86/100,1,0,0,0,0,anthony jeselnik: thoughts and prayers,7.7,6304.0,Movie
63,The White Helmets,2016,16+,86/100,1,0,0,0,0,the white helmets,7.5,8390.0,Movie
64,Invader ZIM: Enter the Florpus,2019,7+,86/100,1,0,0,0,0,invader zim: enter the florpus,7.4,6863.0,Movie
65,Happy as Lazzaro,2018,13+,85/100,1,0,0,0,0,happy as lazzaro,7.5,22346.0,Movie
66,Chasing Coral,2017,,85/100,1,0,0,0,0,chasing coral,8.0,5829.0,Movie
67,Kal Ho Naa Ho,2003,all,85/100,1,0,0,0,0,kal ho naa ho,7.9,78638.0,Movie
68,Pan's Labyrinth,2006,18+,85/100,1,0,0,0,0,pan's labyrinth,8.2,726504.0,Movie
69,Team Foxcatcher,2016,16+,85/100,1,0,0,0,0,team foxcatcher,7.2,7509.0,Movie
70,The Meyerowitz Stories (New and Selected),2017,18+,85/100,1,0,0,0,0,the meyerowitz stories (new and selected),,,Movie
71,Casino Royale,2006,13+,85/100,1,0,0,0,0,casino royale,,,Movie
72,The Hateful Eight,2015,18+,85/100,1,0,0,0,0,the hateful eight,7.8,694077.0,Movie
73,Rush,2013,18+,84/100,1,0,0,0,0,rush,8.1,536340.0,Movie
74,Zombieland,2009,18+,84/100,1,0,0,0,0,zombieland,7.5,646971.0,Movie
75,Eurovision Song Contest: The Story of Fire Saga,2020,13+,84/100,1,0,0,0,0,eurovision song contest: the story of fire saga,6.5,106650.0,Movie
76,Kapoor & Sons,2016,13+,84/100,1,0,0,0,0,kapoor & sons,7.7,29565.0,Movie
77,The Perfection,2018,18+,84/100,1,0,0,0,0,the perfection,6.2,51839.0,Movie
78,Dave Chappelle: Sticks & Stones,2019,18+,84/100,1,0,0,0,0,dave chappelle: sticks & stones,8.3,28576.0,Movie
79,There Will Be Blood,2007,18+,84/100,1,0,0,0,0,there will be blood,8.2,673276.0,Movie
80,Million Dollar Baby,2004,13+,84/100,1,0,0,0,0,million dollar baby,8.1,747955.0,Movie
81,The Social Network,2010,13+,84/100,1,1,0,0,0,the social network,7.8,792821.0,Movie
82,The Christmas Chronicles,2018,7+,84/100,1,0,0,0,0,the christmas chronicles,7.0,89171.0,Movie
83,Monty Python and the Holy Grail,1975,7+,84/100,1,0,0,0,0,monty python and the holy grail,8.2,589281.0,Movie
84,The Pixar Story,2007,all,84/100,1,0,0,0,0,the pixar story,,,Movie
85,Ma Rainey's Black Bottom,2020,18+,84/100,1,0,0,0,0,ma rainey's black bottom,6.9,59548.0,Movie
86,Calibre,2018,18+,84/100,1,0,0,0,0,calibre,6.8,35936.0,Movie
87,Silver Linings Playbook,2012,18+,84/100,1,0,0,0,0,silver linings playbook,7.7,760542.0,Movie
88,Over the Moon,2020,7+,84/100,1,0,0,0,0,over the moon,6.3,26096.0,Movie
89,"What Happened, Miss Simone?",2015,,84/100,1,0,0,0,0,"what happened, miss simone?",7.6,15143.0,Movie
90,Nightcrawler,2014,18+,84/100,1,0,0,0,0,nightcrawler,7.8,639242.0,Movie
91,1922,2017,18+,84/100,1,0,0,0,0,1922,6.2,75456.0,Movie
92,Paddleton,2019,18+,84/100,1,0,0,0,0,paddleton,7.2,15931.0,Movie
93,Cargo,2017,,84/100,1,0,0,0,0,cargo,6.3,50553.0,Movie
93,Cargo,2017,,84/100,1,0,0,0,0,cargo,5.6,3155.0,Movie
94,Rain Man,1988,18+,83/100,1,0,0,0,0,rain man,,,Movie
95,Cuba and the Cameraman,2017,,83/100,1,0,0,0,0,cuba and the cameraman,8.2,5758.0,Movie
96,The Ritual,2017,18+,83/100,1,0,0,0,0,the ritual,6.4,132359.0,Movie
97,The Hater,2020,18+,83/100,1,0,0,0,0,the hater,7.1,18267.0,Movie
98,The Edge of Democracy,2019,16+,83/100,1,0,0,0,0,the edge of democracy,7.3,16072.0,Movie
99,22-Jul,2018,18+,83/100,1,0,0,0,0,22-jul,,,Movie
100,Adam Sandler: 100% Fresh,2018,18+,83/100,1,0,0,0,0,adam sandler: 100% fresh,7.6,6085.0,Movie
101,Guru,2007,13+,83/100,1,0,0,0,0,guru,7.7,25679.0,Movie
102,A Twelve-Year Night,2018,18+,83/100,1,0,0,0,0,a twelve-year night,7.5,11558.0,Movie
103,Dumplin',2018,13+,83/100,1,0,0,0,0,dumplin',6.5,38956.0,Movie
104,The Conjuring,2013,18+,83/100,1,0,0,0,0,the conjuring,7.5,586325.0,Movie
105,Marriage Story,2019,18+,83/100,1,0,0,0,0,marriage story,7.9,361460.0,Movie
106,My Octopus Teacher,2020,all,83/100,1,0,0,0,0,my octopus teacher,8.1,68015.0,Movie
107,About Time,2013,13+,83/100,1,0,0,0,0,about time,,,Movie
108,Hey Arnold! The Jungle Movie,2017,7+,83/100,1,1,0,0,0,hey arnold! the jungle movie,,,Movie
109,Kung Fu Panda,2008,7+,83/100,1,0,0,0,0,kung fu panda,7.6,553004.0,Movie
110,Superbad,2007,18+,83/100,1,0,0,0,0,superbad,7.6,665833.0,Movie
111,The Invisible Guest,2016,18+,83/100,1,0,0,0,0,the invisible guest,8.0,203250.0,Movie
112,Chinatown,1974,18+,82/100,1,0,0,0,0,chinatown,,,Movie
113,Mystic River,2003,18+,82/100,1,0,0,0,0,mystic river,7.9,505153.0,Movie
114,The Theory of Everything,2014,13+,82/100,1,0,0,0,0,the theory of everything,7.7,497839.0,Movie
115,Springsteen On Broadway,2018,,82/100,1,0,0,0,0,springsteen on broadway,8.5,2485.0,Movie
116,The Life Ahead,2020,13+,82/100,1,0,0,0,0,the life ahead,6.8,16002.0,Movie
117,The Terminal,2004,13+,82/100,1,0,1,0,0,the terminal,7.4,515262.0,Movie
118,Scott Pilgrim vs. the World,2010,13+,82/100,1,0,0,0,0,scott pilgrim vs. the world,,,Movie
119,Being Elmo: A Puppeteer's Journey,2011,7+,82/100,1,0,0,0,0,being elmo: a puppeteer's journey,7.6,7259.0,Movie
120,Life of Brian,1979,18+,82/100,1,0,0,0,0,life of brian,,,Movie
121,The Resistance Banker,2018,18+,82/100,1,0,0,0,0,the resistance banker,6.9,11195.0,Movie
122,How to Train Your Dragon 2,2014,7+,82/100,1,0,0,0,0,how to train your dragon 2,,,Movie
123,The Endless Trench,2019,,82/100,1,0,0,0,0,the endless trench,7.2,7591.0,Movie
124,Even the Rain,2010,,82/100,1,0,0,0,0,even the rain,7.4,15227.0,Movie
125,Love Actually,2003,18+,82/100,1,0,0,0,0,love actually,7.6,559395.0,Movie
126,Dear Ex,2018,18+,82/100,1,0,0,0,0,dear ex,7.3,7787.0,Movie
127,Braven,2018,18+,82/100,1,0,0,0,0,braven,5.9,43344.0,Movie
128,Period. End of Sentence.,2018,,82/100,1,0,0,0,0,period. end of sentence.,7.4,6769.0,Movie
129,Captain Fantastic,2016,18+,82/100,1,0,0,0,0,captain fantastic,7.8,244360.0,Movie
130,Veronica,2017,18+,81/100,1,0,0,0,0,veronica,6.2,50402.0,Movie
131,The Siege of Jadotville,2016,,81/100,1,0,0,0,0,the siege of jadotville,7.2,46488.0,Movie
132,Into the Inferno,2016,,81/100,1,0,0,0,0,into the inferno,7.2,10437.0,Movie
133,Ricky Gervais: Humanity,2018,18+,81/100,1,0,0,0,0,ricky gervais: humanity,8.0,24513.0,Movie
134,A Whisker Away,2020,7+,81/100,1,0,0,0,0,a whisker away,6.7,16187.0,Movie
135,Lady Bird,2017,18+,81/100,1,0,0,0,0,lady bird,7.4,352284.0,Movie
136,Road to Perdition,2002,18+,81/100,1,0,0,0,0,road to perdition,,,Movie
137,Boogie Nights,1997,18+,81/100,1,0,0,0,0,boogie nights,4.9,54.0,Movie
138,Total Recall,1990,16+,81/100,1,0,0,0,0,total recall,7.5,369813.0,Movie
138,Total Recall,1990,16+,81/100,1,0,0,0,0,total recall,6.2,272419.0,Movie
139,Bo Burnham: Inside,2021,18+,81/100,1,0,0,0,0,bo burnham: inside,8.6,57465.0,Movie
140,Snowpiercer,2013,18+,81/100,1,0,0,0,0,snowpiercer,7.1,407897.0,Movie
140,Snowpiercer,2013,18+,81/100,1,0,0,0,0,snowpiercer,6.9,71110.0,Movie
141,Circus of Books,2019,,81/100,1,0,0,0,0,circus of books,7.1,5134.0,Movie
142,Tallulah,2016,,81/100,1,0,0,0,0,tallulah,6.7,21979.0,Movie
143,The Conjuring 2,2016,18+,81/100,1,0,0,0,0,the conjuring 2,7.3,320007.0,Movie
144,They'll Love Me When I'm Dead,2018,18+,81/100,1,0,0,0,0,they'll love me when i'm dead,7.4,5578.0,Movie
145,Nocturnal Animals,2016,18+,81/100,1,0,0,0,0,nocturnal animals,,,Movie
146,Get Me Roger Stone,2017,16+,81/100,1,0,0,0,0,get me roger stone,7.3,7865.0,Movie
147,Hachi: A Dog's Tale,2009,all,81/100,1,0,0,0,0,hachi: a dog's tale,8.1,329542.0,Movie
148,Dances with Wolves,1990,13+,80/100,1,0,0,0,0,dances with wolves,,,Movie
149,Udta Punjab,2016,18+,80/100,1,0,0,0,0,udta punjab,7.7,33301.0,Movie
150,Bareilly's Barfi,2017,,80/100,1,0,0,0,0,bareilly's barfi,,,Movie
151,Divines,2016,,80/100,1,0,0,0,0,divines,7.3,10802.0,Movie
152,Maktub,2017,7+,80/100,1,0,0,0,0,maktub,7.2,2685.0,Movie
153,Ittefaq,2017,7+,80/100,1,0,0,0,0,ittefaq,7.2,15455.0,Movie
154,Hannah Gadsby: Nanette,2018,18+,80/100,1,0,0,0,0,hannah gadsby: nanette,8.1,13887.0,Movie
155,Ali Wong: Hard Knock Wife,2018,18+,80/100,1,0,0,0,0,ali wong: hard knock wife,7.3,5768.0,Movie
156,Seven Pounds,2008,13+,80/100,1,0,1,0,0,seven pounds,7.6,321273.0,Movie
157,Uncut Gems,2019,18+,80/100,1,0,0,0,0,uncut gems,7.4,335924.0,Movie
158,The Kindergarten Teacher,2018,18+,80/100,1,0,0,0,0,the kindergarten teacher,6.7,18420.0,Movie
159,Les Misérables,2012,13+,80/100,1,0,1,0,0,les misérables,7.4,44598.0,Movie
160,The Sky Is Pink,2019,,80/100,1,0,0,0,0,the sky is pink,7.6,10284.0,Movie
161,Next Gen,2018,7+,80/100,1,0,0,0,0,next gen,6.6,20389.0,Movie
162,Tom Segura: Disgraceful,2018,13+,80/100,1,0,0,0,0,tom segura: disgraceful,7.5,4806.0,Movie
163,My Happy Family,2017,,80/100,1,0,0,0,0,my happy family,7.4,4384.0,Movie
164,The American Meme,2018,,80/100,1,0,0,0,0,the american meme,6.1,14869.0,Movie
165,Badla,2019,7+,80/100,1,0,0,0,0,badla,7.7,32542.0,Movie
166,Okko's Inn,2018,7+,80/100,1,0,0,0,0,okko's inn,7.1,2503.0,Movie
167,The Willoughbys,2020,7+,80/100,1,0,0,0,0,the willoughbys,6.4,22515.0,Movie
168,Hunt for the Wilderpeople,2016,13+,80/100,1,1,0,0,0,hunt for the wilderpeople,7.8,148206.0,Movie
169,Stardust,2007,13+,79/100,1,0,0,0,0,stardust,7.6,292746.0,Movie
169,Stardust,2007,13+,79/100,1,0,0,0,0,stardust,6.5,1238.0,Movie
170,Wheelman,2017,18+,79/100,1,0,0,0,0,wheelman,6.4,22954.0,Movie
171,The Artist,2011,13+,79/100,1,1,0,0,0,the artist,,,Movie
172,On My Skin,2018,18+,79/100,1,0,0,0,0,on my skin,,,Movie
173,Gaga: Five Foot Two,2017,18+,79/100,1,0,0,0,0,gaga: five foot two,7.0,14002.0,Movie
174,Hugo,2011,7+,79/100,1,0,0,0,0,hugo,,,Movie
175,The Impossible,2012,13+,79/100,1,0,0,0,0,the impossible,7.5,256439.0,Movie
176,War Dogs,2016,18+,79/100,1,0,0,0,0,war dogs,7.1,279361.0,Movie
177,Ip Man,2008,18+,79/100,1,0,0,0,0,ip man,8.0,238881.0,Movie
178,The Speed Cubers,2020,,79/100,1,0,0,0,0,the speed cubers,7.4,4317.0,Movie
179,Kung Fu Panda 2,2011,7+,79/100,1,0,0,0,0,kung fu panda 2,7.3,340544.0,Movie
180,The Dirt,2019,18+,79/100,1,0,0,0,0,the dirt,7.0,58390.0,Movie
181,Andhadhun,2018,,79/100,1,0,0,0,0,andhadhun,,,Movie
182,Atlantics,2019,13+,79/100,1,0,0,0,0,atlantics,6.7,10949.0,Movie
183,37 Seconds,2019,,79/100,1,0,0,0,0,37 seconds,7.4,3274.0,Movie
184,El Camino: A Breaking Bad Movie,2019,18+,79/100,1,0,0,0,0,el camino: a breaking bad movie,,,Movie
185,Underworld,2003,18+,79/100,1,1,1,0,0,underworld,5.7,266.0,Movie
186,The Ring,2002,13+,79/100,1,0,1,0,0,the ring,7.2,82109.0,Movie
187,Hold the Dark,2018,,79/100,1,0,0,0,0,hold the dark,5.7,41895.0,Movie
188,The Karate Kid,1984,7+,79/100,1,0,0,0,0,the karate kid,7.3,260619.0,Movie
188,The Karate Kid,1984,7+,79/100,1,0,0,0,0,the karate kid,6.2,217993.0,Movie
189,Quincy,2018,18+,79/100,1,0,0,0,0,quincy,7.6,5552.0,Movie
190,The Patriot,2000,18+,79/100,1,0,0,0,0,the patriot,7.2,304517.0,Movie
191,Get In,2019,18+,79/100,1,0,0,0,0,get in,5.6,3428.0,Movie
192,ZZ Top: That Little Ol' Band From Texas,2019,,79/100,1,0,0,0,0,zz top: that little ol' band from texas,7.5,2008.0,Movie
193,Jerry Before Seinfeld,2017,16+,79/100,1,0,0,0,0,jerry before seinfeld,7.0,6254.0,Movie
194,Mike Birbiglia: The New One,2019,,78/100,1,0,0,0,0,mike birbiglia: the new one,7.7,2331.0,Movie
195,A Silent Voice: The Movie,2016,13+,78/100,1,0,0,0,0,a silent voice: the movie,8.1,122226.0,Movie
196,Klaus,2019,7+,78/100,1,0,0,0,0,klaus,8.2,215455.0,Movie
197,Snowden,2016,18+,78/100,1,0,0,0,0,snowden,7.3,168670.0,Movie
198,"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,18+,78/100,1,0,0,0,0,"nick kroll & john mulaney: oh, hello on broadway",,,Movie
199,What's Eating Gilbert Grape,1993,13+,78/100,1,0,0,0,0,what's eating gilbert grape,7.7,262470.0,Movie
200,The Da Vinci Code,2006,13+,78/100,1,1,0,0,0,the da vinci code,6.6,473828.0,Movie
201,Stranger Than Fiction,2006,13+,78/100,1,0,0,0,0,stranger than fiction,,,Movie
202,Don 2,2011,,78/100,1,0,0,0,0,don 2,7.1,60134.0,Movie
203,Elena,2013,,78/100,1,0,0,0,0,elena,7.5,2122.0,Movie
204,Real Steel,2011,13+,78/100,1,0,0,0,0,real steel,,,Movie
205,The Founder,2017,13+,78/100,1,0,0,0,0,the founder,7.2,193513.0,Movie
206,Stargate,1994,13+,78/100,1,0,0,0,0,stargate,,,Movie
207,Shirkers,2018,,78/100,1,0,0,0,0,shirkers,7.3,5854.0,Movie
208,Chef,2014,18+,78/100,1,0,0,0,0,chef,7.3,242880.0,Movie
209,Fire in the Blood,2013,,78/100,1,0,0,0,0,fire in the blood,,,Movie
210,Austin Powers: International Man of Mystery,1997,13+,78/100,1,0,0,0,0,austin powers: international man of mystery,7.0,266477.0,Movie
211,Miles Davis: Birth of the Cool,2019,,78/100,1,0,0,0,0,miles davis: birth of the cool,,,Movie
212,Insidious,2010,13+,78/100,1,0,0,0,0,insidious,6.8,354063.0,Movie
213,Screwball,2019,,78/100,1,0,0,0,0,screwball,,,Movie
214,The Old Guard,2020,18+,78/100,1,0,0,0,0,the old guard,6.7,193497.0,Movie
215,Rango,2011,7+,78/100,1,0,0,0,0,rango,7.3,306260.0,Movie
216,Before I Wake,2016,13+,78/100,1,0,0,0,0,before i wake,6.2,54263.0,Movie
217,The Disaster Artist,2017,18+,78/100,1,0,0,0,0,the disaster artist,,,Movie
218,Fruitvale Station,2013,18+,77/100,1,0,0,0,0,fruitvale station,,,Movie
219,The Florida Project,2017,18+,77/100,1,0,0,0,0,the florida project,7.6,140382.0,Movie
220,Behind the Curve,2018,16+,77/100,1,0,0,0,0,behind the curve,,,Movie
221,Lawless,2012,18+,77/100,1,0,0,0,0,lawless,,,Movie
222,Errementari: The Blacksmith and the Devil,2018,18+,77/100,1,0,0,0,0,errementari: the blacksmith and the devil,,,Movie
223,Audrie & Daisy,2016,,77/100,1,0,0,0,0,audrie & daisy,7.2,7236.0,Movie
224,Quantum of Solace,2008,13+,77/100,1,0,0,0,0,quantum of solace,,,Movie
225,The Master,2012,18+,77/100,1,0,0,0,0,the master,,,Movie
226,Layer Cake,2004,18+,77/100,1,0,0,0,0,layer cake,7.2,202785.0,Movie
227,Flipped,2010,7+,77/100,1,0,0,0,0,flipped,,,Movie
228,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,16+,77/100,1,0,0,0,0,steve martin and martin short: an evening you will forget for the rest of your life,7.1,3387.0,Movie
229,Friends with Benefits,2011,18+,77/100,1,1,0,0,0,friends with benefits,6.5,410035.0,Movie
230,Tig,2015,,77/100,1,0,0,0,0,tig,7.4,2926.0,Movie
231,Roll Red Roll,2019,,77/100,1,0,0,0,0,roll red roll,,,Movie
232,Enola Holmes,2020,13+,77/100,1,0,0,0,0,enola holmes,6.6,234283.0,Movie
233,PK,2015,13+,77/100,1,0,0,0,0,pk,8.1,211762.0,Movie
234,Good Time,2017,18+,77/100,1,0,0,0,0,good time,7.3,147829.0,Movie
235,The Next Three Days,2010,13+,77/100,1,0,0,0,0,the next three days,7.3,211905.0,Movie
236,Miracle in Cell No. 7,2019,16+,77/100,1,0,0,0,0,miracle in cell no. 7,8.1,25245.0,Movie
236,Miracle in Cell No. 7,2019,16+,77/100,1,0,0,0,0,miracle in cell no. 7,8.2,59487.0,Movie
237,Like Stars on Earth,2007,7+,77/100,1,0,0,0,0,like stars on earth,8.3,218846.0,Movie
238,Trixie Mattel: Moving Parts,2019,,77/100,1,0,0,0,0,trixie mattel: moving parts,,,Movie
239,Talaash,2012,,77/100,1,0,0,0,0,talaash,,,Movie
240,Evelyn,2019,,77/100,1,0,0,0,0,evelyn,7.2,913.0,Movie
241,I Am Sam,2001,13+,77/100,1,0,0,0,0,i am sam,,,Movie
242,In the Shadow of the Moon,2019,18+,77/100,1,0,0,0,0,in the shadow of the moon,6.2,64385.0,Movie
243,Neon Genesis Evangelion: The End of Evangelion,1997,18+,77/100,1,0,0,0,0,neon genesis evangelion: the end of evangelion,8.1,71060.0,Movie
244,Memoirs of a Geisha,2005,13+,76/100,1,0,0,0,0,memoirs of a geisha,7.3,167474.0,Movie
245,Mad Max,1979,18+,76/100,1,0,0,0,0,mad max,6.8,239012.0,Movie
246,John Leguizamo's Latin History for Morons,2018,7+,76/100,1,0,0,0,0,john leguizamo's latin history for morons,7.4,1173.0,Movie
247,And Breathe Normally,2018,16+,76/100,1,0,0,0,0,and breathe normally,6.9,3639.0,Movie
248,The Killing of a Sacred Deer,2017,18+,76/100,1,0,0,0,0,the killing of a sacred deer,7.0,204788.0,Movie
249,Angels & Demons,2009,13+,76/100,1,1,0,0,0,angels & demons,6.7,318782.0,Movie
250,Smoke & Mirrors,2016,,76/100,1,0,0,0,0,smoke & mirrors,,,Movie
251,Bright,2017,18+,76/100,1,0,0,0,0,bright,6.3,206419.0,Movie
252,Yes Man,2008,13+,76/100,1,0,0,0,0,yes man,6.8,395548.0,Movie
253,Murder Mystery,2019,13+,76/100,1,0,0,0,0,murder mystery,6.1,180593.0,Movie
254,Pink,2016,,76/100,1,0,0,0,0,pink,,,Movie
255,The Photographer of Mauthausen,2018,18+,76/100,1,0,0,0,0,the photographer of mauthausen,6.8,13378.0,Movie
256,Midnight Run,1988,18+,76/100,1,0,0,0,0,midnight run,7.5,99497.0,Movie
257,Flavors of Youth,2018,13+,76/100,1,0,0,0,0,flavors of youth,6.6,9230.0,Movie
258,13th,2016,18+,76/100,1,0,0,0,0,13th,8.2,38578.0,Movie
259,Ravenous,2017,18+,76/100,1,0,0,0,0,ravenous,5.8,10661.0,Movie
260,Austin Powers: The Spy Who Shagged Me,1999,13+,76/100,1,0,0,0,0,austin powers: the spy who shagged me,6.7,256759.0,Movie
261,The Life of David Gale,2003,18+,76/100,1,0,0,0,0,the life of david gale,,,Movie
262,Tramps,2016,,76/100,1,0,0,0,0,tramps,6.5,6495.0,Movie
263,The Girl Next Door,2004,18+,76/100,1,0,0,0,0,the girl next door,6.7,253041.0,Movie
264,The Two Popes,2019,13+,76/100,1,0,0,0,0,the two popes,7.6,142593.0,Movie
265,The Wandering Earth,2019,13+,76/100,1,0,0,0,0,the wandering earth,5.9,38163.0,Movie
266,Just Another Love Story,2007,,76/100,1,0,0,0,0,just another love story,,,Movie
267,Eye for an Eye,2019,18+,76/100,1,0,0,0,0,eye for an eye,6.2,21454.0,Movie
267,Eye for an Eye,2019,18+,76/100,1,0,0,0,0,eye for an eye,6.0,543.0,Movie
267,Eye for an Eye,2019,18+,76/100,1,0,0,0,0,eye for an eye,6.6,9148.0,Movie
268,Patton Oswalt: Annihilation,2017,,76/100,1,0,0,0,0,patton oswalt: annihilation,7.2,2560.0,Movie
