week,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,Category,Language,show_title_key
2022-08-21,1,Day Shift,S0,63390000,2,Movie,English,day shift
2022-08-21,2,Look Both Ways,S0,48060000,1,Movie,English,look both ways
2022-08-21,3,The Next 365 Days,S0,39310000,1,Movie,English,the next 365 days
2022-08-21,4,Purple Hearts,S0,23410000,4,Movie,English,purple hearts
2022-08-21,5,Untold: The Girlfriend Who Didn't Exist,S0,20050000,1,Movie,English,untold: the girlfriend who didn't exist
2022-08-21,6,The Gray Man,S0,14640000,5,Movie,English,the gray man
2022-08-21,7,The Angry Birds Movie 2,S0,11470000,1,Movie,English,the angry birds movie 2
2022-08-21,8,Uncharted,S0,8660000,3,Movie,English,uncharted
2022-08-21,9,The Sea Beast,S0,8120000,7,Movie,English,the sea beast
2022-08-21,10,Inside the Mind of a Cat,S0,6990000,1,Movie,English,inside the mind of a cat
2022-08-21,1,Royalteen,S0,11910000,1,Movie,Non-English,royalteen
2022-08-21,2,Code Name: Emperor,S0,10100000,2,Movie,Non-English,code name: emperor
2022-08-21,3,Carter,S0,7180000,3,Movie,Non-English,carter
2022-08-21,4,Fullmetal Alchemist The Revenge of Scar,S0,5820000,1,Movie,Non-English,fullmetal alchemist the revenge of scar
2022-08-21,5,Darlings,S0,5640000,3,Movie,Non-English,darlings
2022-08-21,6,Blood Red Sky,S0,5180000,14,Movie,Non-English,blood red sky
2022-08-21,7,Bank Robbers: The Last Great Heist,S0,4070000,2,Movie,Non-English,bank robbers: the last great heist
2022-08-21,8,Shabaash Mithu (Hindi),S0,3750000,2,Movie,Non-English,shabaash mithu (hindi)
2022-08-21,9,Nikamma,S0,2880000,1,Movie,Non-English,nikamma
2022-08-21,10,RRR (Hindi),S0,2250000,14,Movie,Non-English,rrr (hindi)
2022-08-21,1,The Sandman,S1,77240000,3,TV,English,the sandman
2022-08-21,2,Never Have I Ever,S3,59450000,2,TV,English,never have i ever
2022-08-21,3,Stranger Things,S4,28800000,13,TV,English,stranger things
2022-08-21,4,Locke & Key,S3,28310000,2,TV,English,locke & key
2022-08-21,5,Echoes,S1,25630000,1,TV,English,echoes
2022-08-21,6,Manifest,S1,24120000,16,TV,English,manifest
2022-08-21,7,Virgin River,S4,20470000,5,TV,English,virgin river
2022-08-21,8,Never Have I Ever,S1,17010000,2,TV,English,never have i ever
2022-08-21,9,Never Have I Ever,S2,16770000,4,TV,English,never have i ever
2022-08-21,10,Manifest,S2,16270000,8,TV,English,manifest
2022-08-21,1,Extraordinary Attorney Woo,S1,77430000,7,TV,Non-English,extraordinary attorney woo
2022-08-21,2,High Heat,S1,27680000,1,TV,Non-English,high heat
2022-08-21,3,A Model Family,S1,19770000,2,TV,Non-English,a model family
2022-08-21,4,Pasión de Gavilanes,S2,19530000,5,TV,Non-English,pasión de gavilanes
2022-08-21,5,Alchemy of Souls,S1,18040000,8,TV,Non-English,alchemy of souls
2022-08-21,6,Another Self,S1,17300000,4,TV,Non-English,another self
2022-08-21,7,Pasión de Gavilanes,S1,8840000,5,TV,Non-English,pasión de gavilanes
2022-08-21,8,Alba,S1,8390000,6,TV,Non-English,alba
2022-08-21,9,The Girl in the Mirror,S1,7920000,1,TV,Non-English,the girl in the mirror
2022-08-21,10,"Good Morning, Verônica",S2,7020000,3,TV,Non-English,"good morning, verônica"
2022-08-14,1,Day Shift,S0,56510000,1,Movie,English,day shift
2022-08-14,2,Purple Hearts,S0,46370000,3,Movie,English,purple hearts
2022-08-14,3,Uncharted,S0,23710000,2,Movie,English,uncharted
2022-08-14,4,The Gray Man,S0,21160000,4,Movie,English,the gray man
2022-08-14,5,Wedding Season,S0,19010000,2,Movie,English,wedding season
2022-08-14,6,The Sea Beast,S0,10850000,6,Movie,English,the sea beast
2022-08-14,7,1917,S0,10840000,1,Movie,English,1917
2022-08-14,8,Flight,S0,10710000,1,Movie,English,flight
2022-08-14,9,The Informer,S0,8330000,1,Movie,English,the informer
2022-08-14,10,Sing 2,S0,7270000,8,Movie,English,sing 2
2022-08-14,1,Carter,S0,26670000,2,Movie,Non-English,carter
2022-08-14,2,Darlings,S0,13960000,2,Movie,Non-English,darlings
2022-08-14,3,Code Name: Emperor,S0,9710000,1,Movie,Non-English,code name: emperor
2022-08-14,4,Bank Robbers: The Last Great Heist,S0,6610000,1,Movie,Non-English,bank robbers: the last great heist
2022-08-14,5,Don’t Blame Karma!,S0,5420000,2,Movie,Non-English,don’t blame karma!
2022-08-14,6,Blood Red Sky,S0,3540000,13,Movie,Non-English,blood red sky
2022-08-14,7,Shabaash Mithu (Hindi),S0,3360000,1,Movie,Non-English,shabaash mithu (hindi)
2022-08-14,8,Recurrence,S0,2880000,3,Movie,Non-English,recurrence
2022-08-14,9,Heartsong,S0,2500000,1,Movie,Non-English,heartsong
2022-08-14,10,RRR (Hindi),S0,2320000,13,Movie,Non-English,rrr (hindi)
2022-08-14,1,The Sandman,S1,127500000,2,TV,English,the sandman
2022-08-14,2,Never Have I Ever,S3,55010000,1,TV,English,never have i ever
2022-08-14,3,Locke & Key,S3,38440000,1,TV,English,locke & key
2022-08-14,4,Stranger Things,S4,35310000,12,TV,English,stranger things
2022-08-14,5,Virgin River,S4,29550000,4,TV,English,virgin river
2022-08-14,6,Manifest,S1,28430000,15,TV,English,manifest
2022-08-14,7,I Just Killed My Dad,S1,26190000,1,TV,English,i just killed my dad
2022-08-14,8,Keep Breathing,S1,20920000,3,TV,English,keep breathing
2022-08-14,9,Manifest,S2,18720000,7,TV,English,manifest
2022-08-14,10,Manifest,S3,18070000,6,TV,English,manifest
2022-08-14,1,Extraordinary Attorney Woo,S1,69360000,6,TV,Non-English,extraordinary attorney woo
2022-08-14,2,Pasión de Gavilanes,S2,23950000,4,TV,Non-English,pasión de gavilanes
2022-08-14,3,Another Self,S1,21990000,3,TV,Non-English,another self
2022-08-14,4,Alchemy of Souls,S1,17840000,7,TV,Non-English,alchemy of souls
2022-08-14,5,"Good Morning, Verônica",S2,12630000,2,TV,Non-English,"good morning, verônica"
2022-08-14,6,Alba,S1,11670000,5,TV,Non-English,alba
2022-08-14,7,"Good Morning, Verônica",S1,9420000,2,TV,Non-English,"good morning, verônica"
2022-08-14,8,Pasión de Gavilanes,S1,9090000,4,TV,Non-English,pasión de gavilanes
2022-08-14,9,A Model Family,S1,7060000,1,TV,Non-English,a model family
2022-08-14,10,Café con aroma de mujer,S1,6980000,25,TV,Non-English,café con aroma de mujer
2022-08-07,1,Purple Hearts,S0,102590000,2,Movie,English,purple hearts
2022-08-07,2,The Gray Man,S0,38900000,3,Movie,English,the gray man
2022-08-07,3,Uncharted,S0,20650000,1,Movie,English,uncharted
2022-08-07,4,Wedding Season,S0,18600000,1,Movie,English,wedding season
2022-08-07,5,The Sea Beast,S0,14340000,5,Movie,English,the sea beast
2022-08-07,6,Spider-Man: Far from Home,S0,11320000,2,Movie,English,spider-man: far from home
2022-08-07,7,The Age of Adaline,S0,9340000,1,Movie,English,the age of adaline
2022-08-07,8,Tower Heist,S0,8700000,1,Movie,English,tower heist
2022-08-07,9,Men in Black 3,S0,8680000,1,Movie,English,men in black 3
2022-08-07,10,Sing 2,S0,7950000,7,Movie,English,sing 2
2022-08-07,1,Carter,S0,27300000,1,Movie,Non-English,carter
2022-08-07,2,Don’t Blame Karma!,S0,12310000,1,Movie,Non-English,don’t blame karma!
2022-08-07,3,Recurrence,S0,11370000,2,Movie,Non-English,recurrence
2022-08-07,4,Darlings,S0,10210000,1,Movie,Non-English,darlings
2022-08-07,5,The Entitled,S0,6460000,2,Movie,Non-English,the entitled
2022-08-07,6,Too Old for Fairy Tales,S0,4070000,3,Movie,Non-English,too old for fairy tales
2022-08-07,7,Buba,S0,3080000,1,Movie,Non-English,buba
2022-08-07,8,Blood Red Sky,S0,2590000,12,Movie,Non-English,blood red sky
2022-08-07,9,RRR (Hindi),S0,2550000,12,Movie,Non-English,rrr (hindi)
2022-08-07,10,Incantation,S0,2430000,5,Movie,Non-English,incantation
2022-08-07,1,The Sandman,S1,69480000,1,TV,English,the sandman
2022-08-07,2,Keep Breathing,S1,54730000,2,TV,English,keep breathing
2022-08-07,3,Virgin River,S4,46930000,3,TV,English,virgin river
2022-08-07,4,Stranger Things,S4,44760000,11,TV,English,stranger things
2022-08-07,5,Manifest,S1,36690000,14,TV,English,manifest
2022-08-07,6,Uncoupled,S1,26520000,1,TV,English,uncoupled
2022-08-07,7,Manifest,S2,21310000,6,TV,English,manifest
2022-08-07,8,Trainwreck: Woodstock '99,S99,20280000,1,TV,English,trainwreck: woodstock '99
2022-08-07,9,Manifest,S3,19880000,5,TV,English,manifest
2022-08-07,10,Stranger Things,S3,17040000,11,TV,English,stranger things
2022-08-07,1,Extraordinary Attorney Woo,S1,67010000,5,TV,Non-English,extraordinary attorney woo
2022-08-07,2,Another Self,S1,31200000,2,TV,Non-English,another self
2022-08-07,3,Pasión de Gavilanes,S2,29730000,3,TV,Non-English,pasión de gavilanes
2022-08-07,4,Alchemy of Souls,S1,20100000,6,TV,Non-English,alchemy of souls
2022-08-07,5,Alba,S1,17370000,4,TV,Non-English,alba
2022-08-07,6,"Good Morning, Verônica",S2,14790000,1,TV,Non-English,"good morning, verônica"
2022-08-07,7,"Good Morning, Verônica",S1,9260000,1,TV,Non-English,"good morning, verônica"
2022-08-07,8,Pasión de Gavilanes,S1,9150000,3,TV,Non-English,pasión de gavilanes
2022-08-07,9,Rebelde,S2,8760000,2,TV,Non-English,rebelde
2022-08-07,10,Remarriage & Desires,S1,7540000,4,TV,Non-English,remarriage & desires
2022-07-31,1,The Gray Man,S0,96470000,2,Movie,English,the gray man
2022-07-31,2,Purple Hearts,S0,48230000,1,Movie,English,purple hearts
2022-07-31,3,The Sea Beast,S0,21070000,4,Movie,English,the sea beast
2022-07-31,4,Persuasion,S0,11070000,3,Movie,English,persuasion
2022-07-31,5,Sing 2,S0,9370000,6,Movie,English,sing 2
2022-07-31,6,Spider-Man: Far from Home,S0,8300000,1,Movie,English,spider-man: far from home
2022-07-31,7,The Man from Toronto,S0,7620000,6,Movie,English,the man from toronto
2022-07-31,8,Shania Twain: Not Just a Girl,S0,4640000,1,Movie,English,shania twain: not just a girl
2022-07-31,9,Line of Duty,S0,4140000,1,Movie,English,line of duty
2022-07-31,10,Red Notice,S0,4090000,14,Movie,English,red notice
2022-07-31,1,Recurrence,S0,23160000,1,Movie,Non-English,recurrence
2022-07-31,2,Too Old for Fairy Tales,S0,11450000,2,Movie,Non-English,too old for fairy tales
2022-07-31,3,Incantation,S0,4120000,4,Movie,Non-English,incantation
2022-07-31,4,Major Grom: Plague Doctor,S0,3680000,7,Movie,Non-English,major grom: plague doctor
2022-07-31,5,The Entitled,S0,3220000,1,Movie,Non-English,the entitled
2022-07-31,6,A Cut Above,S0,2740000,1,Movie,Non-English,a cut above
2022-07-31,7,RRR (Hindi),S0,2670000,11,Movie,Non-English,rrr (hindi)
2022-07-31,8,Live is Life,S0,2360000,2,Movie,Non-English,live is life
2022-07-31,9,Foot Fairy (Hindi),S0,2200000,1,Movie,Non-English,foot fairy (hindi)
2022-07-31,10,Dangerous Liaisons,S0,2150000,4,Movie,Non-English,dangerous liaisons
2022-07-31,1,Virgin River,S4,87940000,2,TV,English,virgin river
2022-07-31,2,Stranger Things,S4,57720000,10,TV,English,stranger things
2022-07-31,3,Keep Breathing,S1,48090000,1,TV,English,keep breathing
2022-07-31,4,Manifest,S1,39760000,13,TV,English,manifest
2022-07-31,5,Resident Evil,S1,27470000,3,TV,English,resident evil
2022-07-31,6,The Most Hated Man on the Internet,S1,24670000,1,TV,English,the most hated man on the internet
2022-07-31,7,Manifest,S2,24170000,5,TV,English,manifest
2022-07-31,8,Stranger Things,S3,21440000,10,TV,English,stranger things
2022-07-31,9,Manifest,S3,20590000,4,TV,English,manifest
2022-07-31,10,Stranger Things,S2,20170000,10,TV,English,stranger things
2022-07-31,1,Extraordinary Attorney Woo,S1,65630000,4,TV,Non-English,extraordinary attorney woo
2022-07-31,2,Alba,S1,33520000,3,TV,Non-English,alba
2022-07-31,3,Pasión de Gavilanes,S2,33390000,2,TV,Non-English,pasión de gavilanes
2022-07-31,4,Alchemy of Souls,S1,19080000,5,TV,Non-English,alchemy of souls
2022-07-31,5,Another Self,S1,18100000,1,TV,Non-English,another self
2022-07-31,6,Remarriage & Desires,S1,17630000,3,TV,Non-English,remarriage & desires
2022-07-31,7,Rebelde,S2,15310000,1,TV,Non-English,rebelde
2022-07-31,8,Oh My Venus,S1,10460000,2,TV,Non-English,oh my venus
2022-07-31,9,Pasión de Gavilanes,S1,8860000,2,TV,Non-English,pasión de gavilanes
2022-07-31,10,Café con aroma de mujer,S1,8730000,24,TV,Non-English,café con aroma de mujer
2022-07-24,1,The Gray Man,S0,88550000,1,Movie,English,the gray man
2022-07-24,2,The Sea Beast,S0,34140000,3,Movie,English,the sea beast
2022-07-24,3,Persuasion,S0,29040000,2,Movie,English,persuasion
2022-07-24,4,Clean,S0,11290000,1,Movie,English,clean
2022-07-24,5,Daughter of the Wolf,S0,11080000,1,Movie,English,daughter of the wolf
2022-07-24,6,Sing 2,S0,10150000,5,Movie,English,sing 2
2022-07-24,7,The Man from Toronto,S0,8790000,5,Movie,English,the man from toronto
2022-07-24,8,Girl in the Picture,S0,7360000,3,Movie,English,girl in the picture
2022-07-24,9,CHIPS,S0,5080000,2,Movie,English,chips
2022-07-24,10,12 Strong,S0,4610000,2,Movie,English,12 strong
2022-07-24,1,Too Old for Fairy Tales,S0,10880000,1,Movie,Non-English,too old for fairy tales
2022-07-24,2,Live is Life,S0,7170000,1,Movie,Non-English,live is life
2022-07-24,3,Incantation,S0,5750000,3,Movie,Non-English,incantation
2022-07-24,4,Valley of the Dead,S0,5320000,2,Movie,Non-English,valley of the dead
2022-07-24,5,Dangerous Liaisons,S0,4760000,3,Movie,Non-English,dangerous liaisons
2022-07-24,6,Jaadugar,S0,4120000,2,Movie,Non-English,jaadugar
2022-07-24,7,Under the Amalfi Sun,S0,3630000,2,Movie,Non-English,under the amalfi sun
2022-07-24,8,My Daughter’s Killer,S0,2820000,2,Movie,Non-English,my daughter’s killer
2022-07-24,9,RRR (Hindi),S0,2460000,10,Movie,Non-English,rrr (hindi)
2022-07-24,10,Vaashi (Malayalam),S0,2400000,1,Movie,Non-English,vaashi (malayalam)
2022-07-24,1,Virgin River,S4,105440000,1,TV,English,virgin river
2022-07-24,2,Stranger Things,S4,74990000,9,TV,English,stranger things
2022-07-24,3,Resident Evil,S1,73260000,2,TV,English,resident evil
2022-07-24,4,Manifest,S1,53240000,12,TV,English,manifest
2022-07-24,5,Stranger Things,S3,26680000,9,TV,English,stranger things
2022-07-24,6,Stranger Things,S2,25620000,9,TV,English,stranger things
2022-07-24,7,Manifest,S2,25400000,4,TV,English,manifest
2022-07-24,8,Stranger Things,S1,23220000,10,TV,English,stranger things
2022-07-24,9,Kung Fu Panda: The Dragon Knight,S1,21020000,2,TV,English,kung fu panda: the dragon knight
2022-07-24,10,The Umbrella Academy,S3,18250000,5,TV,English,the umbrella academy
2022-07-24,1,Alba,S1,57740000,2,TV,Non-English,alba
2022-07-24,2,Extraordinary Attorney Woo,S1,55070000,3,TV,Non-English,extraordinary attorney woo
2022-07-24,3,Remarriage & Desires,S1,31510000,2,TV,Non-English,remarriage & desires
2022-07-24,4,Pasión de Gavilanes,S2,16110000,1,TV,Non-English,pasión de gavilanes
2022-07-24,5,Alchemy of Souls,S1,15760000,4,TV,Non-English,alchemy of souls
2022-07-24,6,Backstreet Rookie,S1,10130000,1,TV,Non-English,backstreet rookie
2022-07-24,7,Café con aroma de mujer,S1,9920000,23,TV,Non-English,café con aroma de mujer
2022-07-24,8,Sintonia,S3,9240000,2,TV,Non-English,sintonia
2022-07-24,9,The Longest Night,S1,8440000,3,TV,Non-English,the longest night
2022-07-24,10,Oh My Venus,S1,7060000,1,TV,Non-English,oh my venus
2022-07-17,1,The Sea Beast,S0,68110000,2,Movie,English,the sea beast
2022-07-17,2,Persuasion,S0,28720000,1,Movie,English,persuasion
2022-07-17,3,Girl in the Picture,S0,23590000,2,Movie,English,girl in the picture
2022-07-17,4,The Man from Toronto,S0,13500000,4,Movie,English,the man from toronto
2022-07-17,5,Sing 2,S0,12220000,4,Movie,English,sing 2
2022-07-17,6,12 Strong,S0,11810000,1,Movie,English,12 strong
2022-07-17,7,Spider-Man: No Way Home,S0,8080000,1,Movie,English,spider-man: no way home
2022-07-17,8,CHIPS,S0,7480000,1,Movie,English,chips
2022-07-17,9,Hustle,S0,6450000,6,Movie,English,hustle
2022-07-17,10,"Hello, Goodbye, and Everything in Between",S0,6170000,2,Movie,English,"hello, goodbye, and everything in between"
2022-07-17,1,Valley of the Dead,S0,17840000,1,Movie,Non-English,valley of the dead
2022-07-17,2,Dangerous Liaisons,S0,16230000,2,Movie,Non-English,dangerous liaisons
2022-07-17,3,Incantation,S0,10850000,2,Movie,Non-English,incantation
2022-07-17,4,Under the Amalfi Sun,S0,6470000,1,Movie,Non-English,under the amalfi sun
2022-07-17,5,My Daughter’s Killer,S0,6420000,1,Movie,Non-English,my daughter’s killer
2022-07-17,6,Ante Sundaraniki,S0,3270000,1,Movie,Non-English,ante sundaraniki
2022-07-17,7,Jaadugar,S0,3250000,1,Movie,Non-English,jaadugar
2022-07-17,8,Mirreyes vs Godinez,S0,2720000,1,Movie,Non-English,mirreyes vs godinez
2022-07-17,9,RRR (Hindi),S0,2520000,9,Movie,Non-English,rrr (hindi)
2022-07-17,10,Major (Hindi),S0,2170000,2,Movie,Non-English,major (hindi)
2022-07-17,1,Stranger Things,S4,102330000,8,TV,English,stranger things
2022-07-17,2,Resident Evil,S1,72670000,1,TV,English,resident evil
2022-07-17,3,Manifest,S1,38200000,11,TV,English,manifest
2022-07-17,4,Stranger Things,S2,33790000,8,TV,English,stranger things
2022-07-17,5,Stranger Things,S3,33050000,8,TV,English,stranger things
2022-07-17,6,Stranger Things,S1,31540000,9,TV,English,stranger things
2022-07-17,7,The Umbrella Academy,S3,27250000,4,TV,English,the umbrella academy
2022-07-17,8,Kung Fu Panda: The Dragon Knight,S1,21180000,1,TV,English,kung fu panda: the dragon knight
2022-07-17,9,"Boo, Bitch",S1,20610000,1,TV,English,"boo, bitch"
2022-07-17,10,Alone,S8,15590000,2,TV,English,alone
2022-07-17,1,Extraordinary Attorney Woo,S1,45580000,2,TV,Non-English,extraordinary attorney woo
2022-07-17,2,The Longest Night,S1,24200000,2,TV,Non-English,the longest night
2022-07-17,3,Sintonia,S3,23020000,1,TV,Non-English,sintonia
2022-07-17,4,Alba,S1,19920000,1,TV,Non-English,alba
2022-07-17,5,Alchemy of Souls,S1,14640000,3,TV,Non-English,alchemy of souls
2022-07-17,6,Control Z,S3,13090000,2,TV,Non-English,control z
2022-07-17,7,Café con aroma de mujer,S1,11210000,22,TV,Non-English,café con aroma de mujer
2022-07-17,8,Remarriage & Desires,S1,11170000,1,TV,Non-English,remarriage & desires
2022-07-17,9,She Would Never Know,S1,10420000,1,TV,Non-English,she would never know
2022-07-17,10,Capitani,S2,9480000,1,TV,Non-English,capitani
2022-07-10,1,The Sea Beast,S0,33520000,1,Movie,English,the sea beast
2022-07-10,2,Girl in the Picture,S0,28380000,1,Movie,English,girl in the picture
2022-07-10,3,The Man from Toronto,S0,24380000,3,Movie,English,the man from toronto
2022-07-10,4,Sing 2,S0,16580000,3,Movie,English,sing 2
2022-07-10,5,American Assassin,S0,13360000,1,Movie,English,american assassin
2022-07-10,6,Grand Isle,S0,11460000,1,Movie,English,grand isle
2022-07-10,7,"Hello, Goodbye, and Everything in Between",S0,10260000,1,Movie,English,"hello, goodbye, and everything in between"
2022-07-10,8,Hustle,S0,9400000,5,Movie,English,hustle
2022-07-10,9,Mean Girls,S0,8110000,1,Movie,English,mean girls
2022-07-10,10,The Dark Knight Rises,S0,7750000,1,Movie,English,the dark knight rises
2022-07-10,1,Dangerous Liaisons,S0,11010000,1,Movie,Non-English,dangerous liaisons
2022-07-10,2,Major (Hindi),S0,5990000,1,Movie,Non-English,major (hindi)
2022-07-10,3,Tadeo Jones 2: El secreto del Rey Midas,S0,4300000,2,Movie,Non-English,tadeo jones 2: el secreto del rey midas
2022-07-10,4,Incantation,S0,3240000,1,Movie,Non-English,incantation
2022-07-10,5,RRR (Hindi),S0,2850000,8,Movie,Non-English,rrr (hindi)
2022-07-10,6,Leon's Heart,S0,2300000,2,Movie,Non-English,leon's heart
2022-07-10,7,Blasted,S0,2170000,2,Movie,Non-English,blasted
2022-07-10,8,Major (Telugu),S0,2000000,1,Movie,Non-English,major (telugu)
2022-07-10,9,Operation Romeo,S0,1940000,1,Movie,Non-English,operation romeo
2022-07-10,10,Bhool Bhulaiyaa 2,S0,1850000,4,Movie,Non-English,bhool bhulaiyaa 2
2022-07-10,1,Stranger Things,S4,188190000,7,TV,English,stranger things
2022-07-10,2,Stranger Things,S1,45220000,8,TV,English,stranger things
2022-07-10,3,The Umbrella Academy,S3,43840000,3,TV,English,the umbrella academy
2022-07-10,4,Stranger Things,S2,41110000,7,TV,English,stranger things
2022-07-10,5,Stranger Things,S3,36590000,7,TV,English,stranger things
2022-07-10,6,Manifest,S1,28360000,10,TV,English,manifest
2022-07-10,7,The Umbrella Academy,S1,18180000,3,TV,English,the umbrella academy
2022-07-10,8,The Umbrella Academy,S2,14230000,2,TV,English,the umbrella academy
2022-07-10,9,Peaky Blinders,S6,13060000,5,TV,English,peaky blinders
2022-07-10,10,Alone,S8,11440000,1,TV,English,alone
2022-07-10,1,Extraordinary Attorney Woo,S1,23950000,1,TV,Non-English,extraordinary attorney woo
2022-07-10,2,Control Z,S3,18080000,1,TV,Non-English,control z
2022-07-10,3,Money Heist: Korea - Joint Economic Area,S1,15630000,3,TV,Non-English,money heist: korea - joint economic area
2022-07-10,4,The Longest Night,S1,12720000,1,TV,Non-English,the longest night
2022-07-10,5,Alchemy of Souls,S1,12310000,2,TV,Non-English,alchemy of souls
2022-07-10,6,"Yo soy Betty, la fea",S1,12190000,30,TV,Non-English,"yo soy betty, la fea"
2022-07-10,7,Café con aroma de mujer,S1,11490000,21,TV,Non-English,café con aroma de mujer
2022-07-10,8,"BASTARD‼ -Heavy Metal, Dark Fantasy-",S1,9320000,2,TV,Non-English,"bastard‼ -heavy metal, dark fantasy-"
2022-07-10,9,Ghost Doctor,S1,7650000,2,TV,Non-English,ghost doctor
2022-07-10,10,"Malverde, el santo patrón",S1,7580000,5,TV,Non-English,"malverde, el santo patrón"
2022-07-03,1,The Man from Toronto,S0,62640000,2,Movie,English,the man from toronto
2022-07-03,2,Sing 2,S0,24080000,2,Movie,English,sing 2
2022-07-03,3,Love & Gelato,S0,18900000,2,Movie,English,love & gelato
2022-07-03,4,Hustle,S0,14640000,4,Movie,English,hustle
2022-07-03,5,Glamour Girls,S0,12390000,1,Movie,English,glamour girls
2022-07-03,6,Homefront,S0,11000000,1,Movie,English,homefront
2022-07-03,7,Spiderhead,S0,9520000,3,Movie,English,spiderhead
2022-07-03,8,The Mist,S0,6230000,2,Movie,English,the mist
2022-07-03,9,Chickenhare and the Hamster of Darkness,S0,5980000,4,Movie,English,chickenhare and the hamster of darkness
2022-07-03,10,Backtrace,S0,4530000,1,Movie,English,backtrace
2022-07-03,1,Blasted,S0,8410000,1,Movie,Non-English,blasted
2022-07-03,2,Anek,S0,4900000,1,Movie,Non-English,anek
2022-07-03,3,Bhool Bhulaiyaa 2,S0,3690000,3,Movie,Non-English,bhool bhulaiyaa 2
2022-07-03,4,Doom of Love,S0,3530000,2,Movie,Non-English,doom of love
2022-07-03,5,Heart Parade,S0,3530000,3,Movie,Non-English,heart parade
2022-07-03,6,RRR (Hindi),S0,3500000,7,Movie,Non-English,rrr (hindi)
2022-07-03,7,The Wrath of God,S0,2620000,3,Movie,Non-English,the wrath of god
2022-07-03,8,Leon's Heart,S0,2300000,1,Movie,Non-English,leon's heart
2022-07-03,9,Tadeo Jones 2: El secreto del Rey Midas,S0,1980000,1,Movie,Non-English,tadeo jones 2: el secreto del rey midas
2022-07-03,10,Grudge,S0,1880000,5,Movie,Non-English,grudge
2022-07-03,1,Stranger Things,S4,301280000,6,TV,English,stranger things
2022-07-03,2,The Umbrella Academy,S3,87980000,2,TV,English,the umbrella academy
2022-07-03,3,Stranger Things,S1,34470000,7,TV,English,stranger things
2022-07-03,4,The Umbrella Academy,S1,32840000,2,TV,English,the umbrella academy
2022-07-03,5,Stranger Things,S3,30280000,6,TV,English,stranger things
2022-07-03,6,Stranger Things,S2,30260000,6,TV,English,stranger things
2022-07-03,7,Man Vs Bee,S1,25400000,2,TV,English,man vs bee
2022-07-03,8,The Umbrella Academy,S2,20300000,1,TV,English,the umbrella academy
2022-07-03,9,Peaky Blinders,S6,18440000,4,TV,English,peaky blinders
2022-07-03,10,Snowflake Mountain,S1,15020000,1,TV,English,snowflake mountain
2022-07-03,1,Money Heist: Korea - Joint Economic Area,S1,49000000,2,TV,Non-English,money heist: korea - joint economic area
2022-07-03,2,"Yo soy Betty, la fea",S1,11880000,29,TV,Non-English,"yo soy betty, la fea"
2022-07-03,3,Café con aroma de mujer,S1,11570000,20,TV,Non-English,café con aroma de mujer
2022-07-03,4,Intimacy,S1,10800000,4,TV,Non-English,intimacy
2022-07-03,5,Alchemy of Souls,S1,9920000,1,TV,Non-English,alchemy of souls
2022-07-03,6,Ghost Doctor,S1,9870000,1,TV,Non-English,ghost doctor
2022-07-03,7,"Malverde, el santo patrón",S1,9630000,4,TV,Non-English,"malverde, el santo patrón"
2022-07-03,8,"BASTARD‼ -Heavy Metal, Dark Fantasy-",S1,8960000,1,TV,Non-English,"bastard‼ -heavy metal, dark fantasy-"
2022-07-03,9,Money Heist,S1,8570000,8,TV,Non-English,money heist
2022-07-03,10,Queen,S1,7400000,1,TV,Non-English,queen
2022-06-26,1,The Man from Toronto,S0,53890000,1,Movie,English,the man from toronto
2022-06-26,2,Spiderhead,S0,38300000,2,Movie,English,spiderhead
2022-06-26,3,Hustle,S0,26050000,3,Movie,English,hustle
2022-06-26,4,Love & Gelato,S0,25790000,1,Movie,English,love & gelato
2022-06-26,5,Sing 2,S0,24270000,1,Movie,English,sing 2
2022-06-26,6,Chickenhare and the Hamster of Darkness,S0,10960000,3,Movie,English,chickenhare and the hamster of darkness
2022-06-26,7,Collision,S0,8450000,2,Movie,English,collision
2022-06-26,8,The Mist,S0,8400000,1,Movie,English,the mist
2022-06-26,9,Halftime,S0,8370000,2,Movie,English,halftime
2022-06-26,10,It,S0,8350000,1,Movie,English,it
2022-06-26,1,Bhool Bhulaiyaa 2,S0,12290000,2,Movie,Non-English,bhool bhulaiyaa 2
2022-06-26,2,Heart Parade,S0,9100000,2,Movie,Non-English,heart parade
2022-06-26,3,The Wrath of God,S0,8450000,2,Movie,Non-English,the wrath of god
2022-06-26,4,Centauro,S0,6510000,2,Movie,Non-English,centauro
2022-06-26,5,Doom of Love,S0,5920000,1,Movie,Non-English,doom of love
2022-06-26,6,Loca por el trabajo,S0,3570000,2,Movie,Non-English,loca por el trabajo
2022-06-26,7,RRR (Hindi),S0,2920000,6,Movie,Non-English,rrr (hindi)
2022-06-26,8,CBI 5: The Brain,S0,1770000,3,Movie,Non-English,cbi 5: the brain
2022-06-26,9,In Our Prime,S0,1730000,1,Movie,Non-English,in our prime
2022-06-26,10,Through My Window,S0,1500000,13,Movie,Non-English,through my window
2022-06-26,1,The Umbrella Academy,S3,124530000,1,TV,English,the umbrella academy
2022-06-26,2,Stranger Things,S4,76910000,5,TV,English,stranger things
2022-06-26,3,Stranger Things,S3,32230000,5,TV,English,stranger things
2022-06-26,4,Stranger Things,S2,31190000,5,TV,English,stranger things
