week,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,Category,Language,show_title_key
2021-10-31,10,The Chestnut Man,S1,8910000,5,TV,Non-English,the chestnut man
2021-10-24,1,Night Teeth,S0,31870000,1,Movie,English,night teeth
2021-10-24,2,Venom,S0,7900000,3,Movie,English,venom
2021-10-24,3,What Happens in Vegas,S0,7380000,1,Movie,English,what happens in vegas
2021-10-24,4,A Dog's Journey,S0,5780000,1,Movie,English,a dog's journey
2021-10-24,5,My Little Pony: A New Generation,S0,5570000,5,Movie,English,my little pony: a new generation
2021-10-24,6,Unfaithful,S0,5350000,1,Movie,English,unfaithful
2021-10-24,7,Going in Style,S0,4520000,2,Movie,English,going in style
2021-10-24,8,The Guilty,S0,4400000,4,Movie,English,the guilty
2021-10-24,9,Street Kings,S0,3440000,1,Movie,English,street kings
2021-10-24,10,Hotel Transylvania 3: Summer Vacation,S0,3430000,4,Movie,English,hotel transylvania 3: summer vacation
2021-10-24,1,The Forgotten Battle,S0,25800000,2,Movie,Non-English,the forgotten battle
2021-10-24,2,The Trip,S0,11550000,2,Movie,Non-English,the trip
2021-10-24,3,Stuck Together,S0,9000000,1,Movie,Non-English,stuck together
2021-10-24,4,In for a Murder,S0,6520000,1,Movie,Non-English,in for a murder
2021-10-24,5,The Four of Us,S0,4140000,1,Movie,Non-English,the four of us
2021-10-24,6,"My Brother, My Sister",S0,2680000,3,Movie,Non-English,"my brother, my sister"
2021-10-24,7,Grudge,S0,2240000,3,Movie,Non-English,grudge
2021-10-24,8,Friendzone,S0,1910000,4,Movie,Non-English,friendzone
2021-10-24,9,Confessions of an Invisible Girl,S0,1400000,5,Movie,Non-English,confessions of an invisible girl
2021-10-24,10,Beauty and the Beast,S0,1150000,4,Movie,Non-English,beauty and the beast
2021-10-24,1,You,S3,179000000,2,TV,English,you
2021-10-24,2,Maid,S1,79040000,4,TV,English,maid
2021-10-24,3,You,S1,44810000,2,TV,English,you
2021-10-24,4,Locke & Key,S2,35530000,1,TV,English,locke & key
2021-10-24,5,You,S2,33120000,1,TV,English,you
2021-10-24,6,Dynasty,S4,19970000,1,TV,English,dynasty
2021-10-24,7,Sex Education,S3,18380000,6,TV,English,sex education
2021-10-24,8,CoComelon,S4,15930000,1,TV,English,cocomelon
2021-10-24,9,Another Life,S2,15760000,1,TV,English,another life
2021-10-24,10,Locke & Key,S1,15710000,1,TV,English,locke & key
2021-10-24,1,Squid Game,S1,147560000,6,TV,Non-English,squid game
2021-10-24,2,My Name,S1,84530000,2,TV,Non-English,my name
2021-10-24,3,The Five Juanas,S1,34600000,3,TV,Non-English,the five juanas
2021-10-24,4,Hometown Cha-Cha-Cha,S1,31840000,8,TV,Non-English,hometown cha-cha-cha
2021-10-24,5,Love Is Blind: Brazil,S1,16290000,2,TV,Non-English,love is blind: brazil
2021-10-24,6,Carinha de Anjo,S1,13930000,3,TV,Non-English,carinha de anjo
2021-10-24,7,The Chestnut Man,S1,12900000,4,TV,Non-English,the chestnut man
2021-10-24,8,Alice in Borderland,S1,8700000,5,TV,Non-English,alice in borderland
2021-10-24,9,"Yo soy Betty, la fea",S1,7710000,3,TV,Non-English,"yo soy betty, la fea"
2021-10-24,10,The King's Affection,S1,6950000,1,TV,Non-English,the king's affection
2021-10-17,1,Venom,S0,20410000,2,Movie,English,venom
2021-10-17,2,The Guilty,S0,12590000,3,Movie,English,the guilty
2021-10-17,3,Security,S0,9470000,2,Movie,English,security
2021-10-17,4,My Little Pony: A New Generation,S0,8220000,4,Movie,English,my little pony: a new generation
2021-10-17,5,There's Someone Inside Your House,S0,7380000,2,Movie,English,there's someone inside your house
2021-10-17,6,Pokémon the Movie: Secrets of the Jungle,S0,7300000,2,Movie,English,pokémon the movie: secrets of the jungle
2021-10-17,7,Redemption,S0,5800000,1,Movie,English,redemption
2021-10-17,8,Titanic,S0,5000000,2,Movie,English,titanic
2021-10-17,9,Going in Style,S0,4950000,1,Movie,English,going in style
2021-10-17,10,Knight and Day,S0,4770000,1,Movie,English,knight and day
2021-10-17,1,The Forgotten Battle,S0,21460000,1,Movie,Non-English,the forgotten battle
2021-10-17,2,"My Brother, My Sister",S0,7360000,2,Movie,Non-English,"my brother, my sister"
2021-10-17,3,Grudge,S0,6060000,2,Movie,Non-English,grudge
2021-10-17,4,Fever Dream,S0,6030000,1,Movie,Non-English,fever dream
2021-10-17,5,The Trip,S0,3390000,1,Movie,Non-English,the trip
2021-10-17,6,Friendzone,S0,3340000,3,Movie,Non-English,friendzone
2021-10-17,7,Confessions of an Invisible Girl,S0,2120000,4,Movie,Non-English,confessions of an invisible girl
2021-10-17,8,Anything for a Pop Star,S0,1870000,1,Movie,Non-English,anything for a pop star
2021-10-17,9,Violet Evergarden the Movie,S0,1800000,1,Movie,Non-English,violet evergarden the movie
2021-10-17,10,Beauty and the Beast,S0,1800000,3,Movie,Non-English,beauty and the beast
2021-10-17,1,You,S3,133120000,1,TV,English,you
2021-10-17,2,Maid,S1,129280000,3,TV,English,maid
2021-10-17,3,Sex Education,S3,28190000,5,TV,English,sex education
2021-10-17,4,Shameless (U.S.),S11,23530000,1,TV,English,shameless (u.s.)
2021-10-17,5,You,S1,23050000,1,TV,English,you
2021-10-17,6,Midnight Mass,S1,20940000,4,TV,English,midnight mass
2021-10-17,7,A Tale Dark & Grimm,S1,18730000,1,TV,English,a tale dark & grimm
2021-10-17,8,On My Block,S4,17360000,2,TV,English,on my block
2021-10-17,9,The Baby-Sitters Club,S2,17030000,1,TV,English,the baby-sitters club
2021-10-17,10,Grey's Anatomy,S17,15990000,3,TV,English,grey's anatomy
2021-10-17,1,Squid Game,S1,258840000,5,TV,Non-English,squid game
2021-10-17,2,The Five Juanas,S1,62890000,2,TV,Non-English,the five juanas
2021-10-17,3,My Name,S1,41780000,1,TV,Non-English,my name
2021-10-17,4,Hometown Cha-Cha-Cha,S1,37740000,7,TV,Non-English,hometown cha-cha-cha
2021-10-17,5,The Chestnut Man,S1,20720000,3,TV,Non-English,the chestnut man
2021-10-17,6,Alice in Borderland,S1,16310000,4,TV,Non-English,alice in borderland
2021-10-17,7,Love Is Blind: Brazil,S1,13770000,1,TV,Non-English,love is blind: brazil
2021-10-17,8,Carinha de Anjo,S1,12760000,2,TV,Non-English,carinha de anjo
2021-10-17,9,"Nevertheless,",S1,10080000,7,TV,Non-English,"nevertheless,"
2021-10-17,10,House of Secrets: The Burari Deaths,S1,9220000,1,TV,Non-English,house of secrets: the burari deaths
2021-10-10,1,The Guilty,S0,42280000,2,Movie,English,the guilty
2021-10-10,2,There's Someone Inside Your House,S0,20480000,1,Movie,English,there's someone inside your house
2021-10-10,3,Venom,S0,13920000,1,Movie,English,venom
2021-10-10,4,My Little Pony: A New Generation,S0,13370000,3,Movie,English,my little pony: a new generation
2021-10-10,5,Titanic,S0,10270000,1,Movie,English,titanic
2021-10-10,6,Ride Along 2,S0,8030000,1,Movie,English,ride along 2
2021-10-10,7,Heat,S0,7650000,1,Movie,English,heat
2021-10-10,8,Pokémon the Movie: Secrets of the Jungle,S0,7520000,1,Movie,English,pokémon the movie: secrets of the jungle
2021-10-10,9,Mr. & Mrs. Smith,S0,7180000,1,Movie,English,mr. & mrs. smith
2021-10-10,10,Security,S0,6830000,1,Movie,English,security
2021-10-10,1,Friendzone,S0,7210000,2,Movie,Non-English,friendzone
2021-10-10,2,The Seven Deadly Sins: Cursed by Light,S0,4070000,2,Movie,Non-English,the seven deadly sins: cursed by light
2021-10-10,3,Sounds Like Love,S0,3600000,2,Movie,Non-English,sounds like love
2021-10-10,4,Confessions of an Invisible Girl,S0,2730000,3,Movie,Non-English,confessions of an invisible girl
2021-10-10,5,Forever Rich,S0,2540000,1,Movie,Non-English,forever rich
2021-10-10,6,Thalaivii,S0,2110000,2,Movie,Non-English,thalaivii
2021-10-10,7,Grudge,S0,1940000,1,Movie,Non-English,grudge
2021-10-10,8,Luccas Neto em: O Mapa do Tesouro 2,S0,1830000,1,Movie,Non-English,luccas neto em: o mapa do tesouro 2
2021-10-10,9,Beauty and the Beast,S0,1790000,2,Movie,Non-English,beauty and the beast
2021-10-10,10,"My Brother, My Sister",S0,1670000,1,Movie,Non-English,"my brother, my sister"
2021-10-10,1,Maid,S1,166520000,2,TV,English,maid
2021-10-10,2,On My Block,S4,63520000,1,TV,English,on my block
2021-10-10,3,Sex Education,S3,42120000,4,TV,English,sex education
2021-10-10,4,Grey's Anatomy,S17,29650000,2,TV,English,grey's anatomy
2021-10-10,5,Midnight Mass,S1,29020000,3,TV,English,midnight mass
2021-10-10,6,PAW Patrol,S6,19910000,1,TV,English,paw patrol
2021-10-10,7,Lucifer,S6,16730000,5,TV,English,lucifer
2021-10-10,8,Dave Chappelle: The Closer,S1,14350000,1,TV,English,dave chappelle: the closer
2021-10-10,9,Sex Education,S2,12760000,3,TV,English,sex education
2021-10-10,10,Scaredy Cats,S1,12520000,1,TV,English,scaredy cats
2021-10-10,1,Squid Game,S1,412940000,4,TV,Non-English,squid game
2021-10-10,2,The Five Juanas,S1,39460000,1,TV,Non-English,the five juanas
2021-10-10,3,Hometown Cha-Cha-Cha,S1,32890000,6,TV,Non-English,hometown cha-cha-cha
2021-10-10,4,The Chestnut Man,S1,30300000,2,TV,Non-English,the chestnut man
2021-10-10,5,Alice in Borderland,S1,22220000,3,TV,Non-English,alice in borderland
2021-10-10,6,Baki Hanma,S1,14560000,2,TV,Non-English,baki hanma
2021-10-10,7,Ganglands,S1,11210000,3,TV,Non-English,ganglands
2021-10-10,8,Carinha de Anjo,S1,10240000,1,TV,Non-English,carinha de anjo
2021-10-10,9,Money Heist,S5,9730000,6,TV,Non-English,money heist
2021-10-10,10,"Nevertheless,",S1,8570000,6,TV,Non-English,"nevertheless,"
2021-10-03,1,The Guilty,S0,47600000,1,Movie,English,the guilty
2021-10-03,2,My Little Pony: A New Generation,S0,24510000,2,Movie,English,my little pony: a new generation
2021-10-03,3,The Starling,S0,20130000,2,Movie,English,the starling
2021-10-03,4,No One Gets Out Alive,S0,17010000,1,Movie,English,no one gets out alive
2021-10-03,5,Britney Vs Spears,S0,16750000,1,Movie,English,britney vs spears
2021-10-03,6,Intrusion,S0,12050000,2,Movie,English,intrusion
2021-10-03,7,Grown Ups,S0,8130000,2,Movie,English,grown ups
2021-10-03,8,Kate,S0,5680000,4,Movie,English,kate
2021-10-03,9,Man on Fire,S0,4960000,3,Movie,English,man on fire
2021-10-03,10,Vivo,S0,4160000,7,Movie,English,vivo
2021-10-03,1,Friendzone,S0,8740000,1,Movie,Non-English,friendzone
2021-10-03,2,Sounds Like Love,S0,7100000,1,Movie,Non-English,sounds like love
2021-10-03,3,Confessions of an Invisible Girl,S0,6350000,2,Movie,Non-English,confessions of an invisible girl
2021-10-03,4,The Seven Deadly Sins: Cursed by Light,S0,4650000,1,Movie,Non-English,the seven deadly sins: cursed by light
2021-10-03,5,Thalaivii,S0,3120000,1,Movie,Non-English,thalaivii
2021-10-03,6,The Father Who Moves Mountains,S0,2940000,3,Movie,Non-English,the father who moves mountains
2021-10-03,7,Beauty and the Beast,S0,2740000,1,Movie,Non-English,beauty and the beast
2021-10-03,8,Je Suis Karl,S0,2140000,1,Movie,Non-English,je suis karl
2021-10-03,9,The Stronghold,S0,1840000,3,Movie,Non-English,the stronghold
2021-10-03,10,Freaks – You're One of Us,S0,1450000,1,Movie,Non-English,freaks – you're one of us
2021-10-03,1,Sex Education,S3,72870000,3,TV,English,sex education
2021-10-03,2,Maid,S1,61080000,1,TV,English,maid
2021-10-03,3,Midnight Mass,S1,59120000,2,TV,English,midnight mass
2021-10-03,4,Lucifer,S6,25110000,4,TV,English,lucifer
2021-10-03,5,Grey's Anatomy,S17,18680000,1,TV,English,grey's anatomy
2021-10-03,6,Sex Education,S1,18420000,3,TV,English,sex education
2021-10-03,7,Sex Education,S2,18140000,2,TV,English,sex education
2021-10-03,8,Blood & Water,S2,15870000,1,TV,English,blood & water
2021-10-03,9,Clickbait,S1,13210000,6,TV,English,clickbait
2021-10-03,10,CoComelon,S3,10690000,5,TV,English,cocomelon
2021-10-03,1,Squid Game,S1,571760000,3,TV,Non-English,squid game
2021-10-03,2,The Chestnut Man,S1,31380000,1,TV,Non-English,the chestnut man
2021-10-03,3,Hometown Cha-Cha-Cha,S1,28330000,5,TV,Non-English,hometown cha-cha-cha
2021-10-03,4,Ganglands,S1,27030000,2,TV,Non-English,ganglands
2021-10-03,5,Alice in Borderland,S1,26280000,2,TV,Non-English,alice in borderland
2021-10-03,6,Baki Hanma,S1,20090000,1,TV,Non-English,baki hanma
2021-10-03,7,Money Heist,S5,14250000,5,TV,Non-English,money heist
2021-10-03,8,The Seven Deadly Sins,S1,13420000,4,TV,Non-English,the seven deadly sins
2021-10-03,9,Love 101,S101,12600000,1,TV,Non-English,love 101
2021-10-03,10,Money Heist,S1,9370000,5,TV,Non-English,money heist
2021-09-26,1,Intrusion,S0,30040000,1,Movie,English,intrusion
2021-09-26,2,The Starling,S0,16670000,1,Movie,English,the starling
2021-09-26,3,My Little Pony: A New Generation,S0,15510000,1,Movie,English,my little pony: a new generation
2021-09-26,4,Man on Fire,S0,12590000,2,Movie,English,man on fire
2021-09-26,5,Kate,S0,11280000,3,Movie,English,kate
2021-09-26,6,Grown Ups,S0,9250000,1,Movie,English,grown ups
2021-09-26,7,Schumacher,S0,8040000,2,Movie,English,schumacher
2021-09-26,8,Safe House,S0,6930000,2,Movie,English,safe house
2021-09-26,9,Nightbooks,S0,6790000,2,Movie,English,nightbooks
2021-09-26,10,The Marksman,S0,5210000,2,Movie,English,the marksman
2021-09-26,1,The Father Who Moves Mountains,S0,16120000,2,Movie,Non-English,the father who moves mountains
2021-09-26,2,The Stronghold,S0,9490000,2,Movie,Non-English,the stronghold
2021-09-26,3,Confessions of an Invisible Girl,S0,7130000,1,Movie,Non-English,confessions of an invisible girl
2021-09-26,4,Prey,S0,2330000,3,Movie,Non-English,prey
2021-09-26,5,Forgotten We'll Be,S0,1580000,1,Movie,Non-English,forgotten we'll be
2021-09-26,6,Ankahi Kahaniya,S0,1260000,1,Movie,Non-English,ankahi kahaniya
2021-09-26,7,Blood Red Sky,S0,1120000,9,Movie,Non-English,blood red sky
2021-09-26,8,Pinkfong & Baby Shark's Space Adventure,S0,1050000,2,Movie,Non-English,pinkfong & baby shark's space adventure
2021-09-26,9,Xtreme,S0,1030000,3,Movie,Non-English,xtreme
2021-09-26,10,Rurouni Kenshin: The Beginning,S0,930000,7,Movie,Non-English,rurouni kenshin: the beginning
2021-09-26,1,Sex Education,S3,160420000,2,TV,English,sex education
2021-09-26,2,Lucifer,S6,42990000,3,TV,English,lucifer
2021-09-26,3,Midnight Mass,S1,33200000,1,TV,English,midnight mass
2021-09-26,4,Sex Education,S1,27380000,2,TV,English,sex education
2021-09-26,5,Clickbait,S1,22150000,5,TV,English,clickbait
2021-09-26,6,Sex Education,S2,22030000,1,TV,English,sex education
2021-09-26,7,The Circle,S3,15850000,2,TV,English,the circle
2021-09-26,8,Monsters Inside: The 24 Faces of Billy Milligan,S24,15150000,1,TV,English,monsters inside: the 24 faces of billy milligan
2021-09-26,9,Good Girls,S4,12920000,4,TV,English,good girls
2021-09-26,10,Lucifer,S5,12180000,5,TV,English,lucifer
2021-09-26,1,Squid Game,S1,448730000,2,TV,Non-English,squid game
2021-09-26,2,Hometown Cha-Cha-Cha,S1,23360000,4,TV,Non-English,hometown cha-cha-cha
2021-09-26,3,Money Heist,S5,21830000,4,TV,Non-English,money heist
2021-09-26,4,Ganglands,S1,16260000,1,TV,Non-English,ganglands
2021-09-26,5,The Seven Deadly Sins,S1,14020000,3,TV,Non-English,the seven deadly sins
2021-09-26,6,Money Heist,S1,12150000,4,TV,Non-English,money heist
2021-09-26,7,Jaguar,S1,11620000,1,TV,Non-English,jaguar
2021-09-26,8,Alice in Borderland,S1,10890000,1,TV,Non-English,alice in borderland
2021-09-26,9,Money Heist,S4,8680000,4,TV,Non-English,money heist
2021-09-26,10,"Newly Rich, Newly Poor",S1,8410000,13,TV,Non-English,"newly rich, newly poor"
2021-09-19,1,Kate,S0,37400000,2,Movie,English,kate
2021-09-19,2,Schumacher,S0,17290000,1,Movie,English,schumacher
2021-09-19,3,Man on Fire,S0,16160000,1,Movie,English,man on fire
2021-09-19,4,The Marksman,S0,14680000,1,Movie,English,the marksman
2021-09-19,5,Nightbooks,S0,13160000,1,Movie,English,nightbooks
2021-09-19,6,The Equalizer 2,S0,12310000,1,Movie,English,the equalizer 2
2021-09-19,7,Firedrake the Silver Dragon,S0,9650000,1,Movie,English,firedrake the silver dragon
2021-09-19,8,Safe House,S0,9060000,1,Movie,English,safe house
2021-09-19,9,Afterlife of the Party,S0,8100000,3,Movie,English,afterlife of the party
2021-09-19,10,First Kill,S0,6950000,1,Movie,English,first kill
2021-09-19,1,The Father Who Moves Mountains,S0,14830000,1,Movie,Non-English,the father who moves mountains
2021-09-19,2,Prey,S0,14270000,2,Movie,Non-English,prey
2021-09-19,3,The Stronghold,S0,10360000,1,Movie,Non-English,the stronghold
2021-09-19,4,JJ+E,S0,3140000,2,Movie,Non-English,jj+e
2021-09-19,5,O Candidato Honesto 2,S0,2610000,1,Movie,Non-English,o candidato honesto 2
2021-09-19,6,Ilhados,S0,2240000,1,Movie,Non-English,ilhados
2021-09-19,7,Love of My Loves,S0,1880000,2,Movie,Non-English,love of my loves
2021-09-19,8,Kung Fu Hustle,S0,1800000,2,Movie,Non-English,kung fu hustle
2021-09-19,9,The Women and the Murderer,S0,1470000,2,Movie,Non-English,the women and the murderer
2021-09-19,10,Amores perros,S0,1450000,1,Movie,Non-English,amores perros
2021-09-19,1,Sex Education,S3,125770000,1,TV,English,sex education
2021-09-19,2,Lucifer,S6,98140000,2,TV,English,lucifer
2021-09-19,3,Clickbait,S1,35020000,4,TV,English,clickbait
2021-09-19,4,Good Girls,S4,19310000,3,TV,English,good girls
2021-09-19,5,Turning Point: 9/11 and the War on Terror,S9,18720000,3,TV,English,turning point: 9/11 and the war on terror
2021-09-19,6,Lucifer,S5,16240000,4,TV,English,lucifer
2021-09-19,7,Sex Education,S1,14880000,1,TV,English,sex education
2021-09-19,8,The Circle,S3,14350000,1,TV,English,the circle
2021-09-19,9,Sharkdog,S1,14180000,2,TV,English,sharkdog
2021-09-19,10,Lucifer,S1,11560000,1,TV,English,lucifer
2021-09-19,1,Squid Game,S1,63190000,1,TV,Non-English,squid game
2021-09-19,2,Money Heist,S5,39910000,3,TV,Non-English,money heist
2021-09-19,3,Money Heist,S1,19340000,3,TV,Non-English,money heist
2021-09-19,4,Hometown Cha-Cha-Cha,S1,18580000,3,TV,Non-English,hometown cha-cha-cha
2021-09-19,5,Hospital Playlist,S2,13050000,7,TV,Non-English,hospital playlist
2021-09-19,6,Money Heist,S4,12270000,3,TV,Non-English,money heist
2021-09-19,7,Money Heist,S2,11940000,2,TV,Non-English,money heist
2021-09-19,8,Money Heist,S3,11490000,3,TV,Non-English,money heist
2021-09-19,9,"Newly Rich, Newly Poor",S1,9320000,12,TV,Non-English,"newly rich, newly poor"
2021-09-19,10,Carrossel,S1,7870000,10,TV,Non-English,carrossel
2021-09-12,1,Kate,S0,38780000,1,Movie,English,kate
2021-09-12,2,Afterlife of the Party,S0,23790000,2,Movie,English,afterlife of the party
2021-09-12,3,Worth,S0,13560000,2,Movie,English,worth
2021-09-12,4,He's All That,S0,10930000,3,Movie,English,he's all that
2021-09-12,5,SAS: Rise of the Black Swan,S0,9930000,3,Movie,English,sas: rise of the black swan
2021-09-12,6,In Time,S0,8930000,1,Movie,English,in time
2021-09-12,7,Noah,S0,7770000,1,Movie,English,noah
2021-09-12,8,Vivo,S0,6960000,6,Movie,English,vivo
2021-09-12,9,Sweet Girl,S0,6570000,4,Movie,English,sweet girl
2021-09-12,10,Monte Carlo,S0,6200000,1,Movie,English,monte carlo
2021-09-12,1,Prey,S0,13440000,1,Movie,Non-English,prey
2021-09-12,2,JJ+E,S0,5410000,1,Movie,Non-English,jj+e
2021-09-12,3,Kung Fu Hustle,S0,3250000,1,Movie,Non-English,kung fu hustle
2021-09-12,4,Invasion,S0,2990000,2,Movie,Non-English,invasion
2021-09-12,5,The Women and the Murderer,S0,2060000,1,Movie,Non-English,the women and the murderer
2021-09-12,6,Blood Red Sky,S0,1780000,8,Movie,Non-English,blood red sky
2021-09-12,7,Love of My Loves,S0,1530000,1,Movie,Non-English,love of my loves
2021-09-12,8,The Secret Diary of an Exchange Student,S0,1450000,4,Movie,Non-English,the secret diary of an exchange student
2021-09-12,9,Out of my league,S0,1440000,4,Movie,Non-English,out of my league
2021-09-12,10,Lassie Come Home,S0,1410000,1,Movie,Non-English,lassie come home
2021-09-12,1,Lucifer,S6,75940000,1,TV,English,lucifer
2021-09-12,2,Clickbait,S1,54420000,3,TV,English,clickbait
2021-09-12,3,Turning Point: 9/11 and the War on Terror,S9,37910000,2,TV,English,turning point: 9/11 and the war on terror
2021-09-12,4,Good Girls,S4,31750000,2,TV,English,good girls
2021-09-12,5,Sharkdog,S1,19590000,1,TV,English,sharkdog
2021-09-12,6,The 100,S100,12990000,2,TV,English,the 100
2021-09-12,7,Lucifer,S5,12260000,3,TV,English,lucifer
2021-09-12,8,Octonauts: Above & Beyond,S1,11730000,1,TV,English,octonauts: above & beyond
2021-09-12,9,Dive Club,S1,11480000,1,TV,English,dive club
2021-09-12,10,Manifest,S3,11150000,3,TV,English,manifest
2021-09-12,1,Money Heist,S5,123170000,2,TV,Non-English,money heist
2021-09-12,2,Money Heist,S1,38030000,2,TV,Non-English,money heist
2021-09-12,3,Money Heist,S2,16720000,1,TV,Non-English,money heist
2021-09-12,4,Money Heist,S4,16720000,2,TV,Non-English,money heist
2021-09-12,5,Hometown Cha-Cha-Cha,S1,14870000,2,TV,Non-English,hometown cha-cha-cha
2021-09-12,6,Money Heist,S3,14410000,2,TV,Non-English,money heist
2021-09-12,7,Hospital Playlist,S2,11590000,6,TV,Non-English,hospital playlist
2021-09-12,8,Into the Night,S2,10630000,1,TV,Non-English,into the night
2021-09-12,9,"Newly Rich, Newly Poor",S1,10350000,11,TV,Non-English,"newly rich, newly poor"
2021-09-12,10,Hotel Del Luna,S1,9980000,1,TV,Non-English,hotel del luna
2021-09-05,1,He's All That,S0,36730000,2,Movie,English,he's all that
2021-09-05,2,SAS: Rise of the Black Swan,S0,32730000,2,Movie,English,sas: rise of the black swan
2021-09-05,3,Afterlife of the Party,S0,26710000,1,Movie,English,afterlife of the party
2021-09-05,4,Sweet Girl,S0,13390000,3,Movie,English,sweet girl
2021-09-05,5,Vivo,S0,9380000,5,Movie,English,vivo
2021-09-05,6,The Loud House Movie,S0,6640000,3,Movie,English,the loud house movie
2021-09-05,7,Worth,S0,6480000,1,Movie,English,worth
2021-09-05,8,The Secret Life of Pets,S0,6450000,3,Movie,English,the secret life of pets
2021-09-05,9,Welcome Home Roscoe Jenkins,S0,6270000,1,Movie,English,welcome home roscoe jenkins
2021-09-05,10,Green Lantern,S0,6230000,1,Movie,English,green lantern
2021-09-05,1,Invasion,S0,7340000,1,Movie,Non-English,invasion
2021-09-05,2,Out of my league,S0,2270000,3,Movie,Non-English,out of my league
2021-09-05,3,The Secret Diary of an Exchange Student,S0,2100000,3,Movie,Non-English,the secret diary of an exchange student
2021-09-05,4,Blood Red Sky,S0,2080000,7,Movie,Non-English,blood red sky
2021-09-05,5,Flu,S0,1830000,1,Movie,Non-English,flu
2021-09-05,6,Black Island,S0,1420000,3,Movie,Non-English,black island
2021-09-05,7,Rurouni Kenshin: The Beginning,S0,1330000,6,Movie,Non-English,rurouni kenshin: the beginning
2021-09-05,8,Thimmarusu,S0,1220000,1,Movie,Non-English,thimmarusu
2021-09-05,9,I Don't Know Whether to Slit My Wrists or Leave Them Long,S0,1130000,1,Movie,Non-English,i don't know whether to slit my wrists or leave them long
2021-09-05,10,Pinkfong & Baby Shark's Space Adventure,S0,1120000,1,Movie,Non-English,pinkfong & baby shark's space adventure
2021-09-05,1,Clickbait,S1,76540000,2,TV,English,clickbait
2021-09-05,2,Good Girls,S4,37580000,1,TV,English,good girls
2021-09-05,3,Turning Point: 9/11 and the War on Terror,S9,24050000,1,TV,English,turning point: 9/11 and the war on terror
2021-09-05,4,Manifest,S3,15660000,2,TV,English,manifest
2021-09-05,5,The 100,S100,13590000,1,TV,English,the 100
2021-09-05,6,Outer Banks,S2,12910000,6,TV,English,outer banks
2021-09-05,7,CoComelon,S3,11050000,4,TV,English,cocomelon
2021-09-05,8,Manifest,S1,10320000,6,TV,English,manifest
2021-09-05,9,Good Girls,S1,9590000,1,TV,English,good girls
2021-09-05,10,CoComelon,S1,9140000,1,TV,English,cocomelon
2021-09-05,1,Money Heist,S5,201910000,1,TV,Non-English,money heist
2021-09-05,2,Money Heist,S1,22710000,1,TV,Non-English,money heist
2021-09-05,3,D.P.,S1,19170000,2,TV,Non-English,d.p.
2021-09-05,4,Money Heist,S4,14870000,1,TV,Non-English,money heist
2021-09-05,5,The Snitch Cartel: Origins,S1,11530000,6,TV,Non-English,the snitch cartel: origins
2021-09-05,6,"Newly Rich, Newly Poor",S1,11100000,10,TV,Non-English,"newly rich, newly poor"
2021-09-05,7,Hometown Cha-Cha-Cha,S1,9630000,1,TV,Non-English,hometown cha-cha-cha
2021-09-05,8,Carrossel,S1,9010000,9,TV,Non-English,carrossel
2021-09-05,9,"Yo soy Betty, la fea",S1,7200000,2,TV,Non-English,"yo soy betty, la fea"
2021-09-05,10,Money Heist,S3,7070000,1,TV,Non-English,money heist
2021-08-29,1,Sweet Girl,S0,48140000,2,Movie,English,sweet girl
2021-08-29,2,He's All That,S0,42810000,1,Movie,English,he's all that
2021-08-29,3,SAS: Rise of the Black Swan,S0,35650000,1,Movie,English,sas: rise of the black swan
2021-08-29,4,The Loud House Movie,S0,16910000,2,Movie,English,the loud house movie
2021-08-29,5,The Old Ways,S0,13720000,1,Movie,English,the old ways
2021-08-29,6,Vivo,S0,13430000,4,Movie,English,vivo
2021-08-29,7,The Witcher: Nightmare of the Wolf,S0,13300000,1,Movie,English,the witcher: nightmare of the wolf
2021-08-29,8,The Secret Life of Pets,S0,10860000,2,Movie,English,the secret life of pets
2021-08-29,9,The Kissing Booth 3,S0,9560000,3,Movie,English,the kissing booth 3
2021-08-29,10,Tomb Raider,S0,8430000,1,Movie,English,tomb raider
2021-08-29,1,Black Island,S0,6570000,2,Movie,Non-English,black island
2021-08-29,2,Out of my league,S0,5790000,2,Movie,Non-English,out of my league
2021-08-29,3,The Secret Diary of an Exchange Student,S0,5090000,2,Movie,Non-English,the secret diary of an exchange student
2021-08-29,4,Blood Red Sky,S0,3020000,6,Movie,Non-English,blood red sky
2021-08-29,5,Rurouni Kenshin: The Beginning,S0,2280000,5,Movie,Non-English,rurouni kenshin: the beginning
2021-08-29,6,The Last Mercenary,S0,2000000,5,Movie,Non-English,the last mercenary
2021-08-29,7,El infierno,S0,1560000,4,Movie,Non-English,el infierno
2021-08-29,8,Mimi,S0,1510000,5,Movie,Non-English,mimi
2021-08-29,9,Bartkowiak,S0,1460000,3,Movie,Non-English,bartkowiak
2021-08-29,10,Shiny_Flakes: The Teenage Drug Lord,S0,1440000,4,Movie,Non-English,shiny_flakes: the teenage drug lord
2021-08-29,1,Clickbait,S1,51280000,1,TV,English,clickbait
2021-08-29,2,Outer Banks,S2,20790000,5,TV,English,outer banks
2021-08-29,3,Manifest,S3,17740000,1,TV,English,manifest
2021-08-29,4,The Chair,S1,14020000,1,TV,English,the chair
2021-08-29,5,Outer Banks,S1,13860000,5,TV,English,outer banks
2021-08-29,6,Manifest,S1,12410000,5,TV,English,manifest
2021-08-29,7,For Life,S1,11180000,3,TV,English,for life
